i_connect_no,i_site_code,i_unit_num,i_giku_num,c_tag_no,c_tag_desc,c_category1,c_category2,c_category3,d_disp_range_lower,d_disp_range_upper,c_unit,i_decimal_place,i_signal_type,c_unit2,d_cnv1,d_cnv2,i_cdbi,c_point_id,c_retu text,i_off_set,i_kind_num,i_auto_flag,d_dead_band,i_xid bigint
1,1,2,0,SB_SPARE_6384,SPARE_6384,,0,,0,1,,0,1,,1,1,6384,SB_010200010000006384,data83,0,1,1,0,6384
1,1,2,0,SB_SPARE_6385,SPARE_6385,,0,,0,1,,0,1,,1,1,6385,SB_010200010000006385,data84,0,1,1,0,6385
1,1,2,0,SB_SPARE_6386,SPARE_6386,,0,,0,1,,0,1,,1,1,6386,SB_010200010000006386,data85,0,1,1,0,6386
1,1,2,0,SB_SPARE_6387,SPARE_6387,,0,,0,1,,0,1,,1,1,6387,SB_010200010000006387,data86,0,1,1,0,6387
1,1,2,0,SB_SPARE_6388,SPARE_6388,,0,,0,1,,0,1,,1,1,6388,SB_010200010000006388,data87,0,1,1,0,6388
1,1,2,0,SB_SPARE_6389,SPARE_6389,,0,,0,1,,0,1,,1,1,6389,SB_010200010000006389,data88,0,1,1,0,6389
1,1,2,0,SB_SPARE_6390,SPARE_6390,,0,,0,1,,0,1,,1,1,6390,SB_010200010000006390,data89,0,1,1,0,6390
1,1,2,0,SB_SPARE_6391,SPARE_6391,,0,,0,1,,0,1,,1,1,6391,SB_010200010000006391,data90,0,1,1,0,6391
1,1,2,0,SB_SPARE_6392,SPARE_6392,,0,,0,1,,0,1,,1,1,6392,SB_010200010000006392,data91,0,1,1,0,6392
1,1,2,0,SB_SPARE_6393,SPARE_6393,,0,,0,1,,0,1,,1,1,6393,SB_010200010000006393,data92,0,1,1,0,6393
1,1,2,0,SB_SPARE_6394,SPARE_6394,,0,,0,1,,0,1,,1,1,6394,SB_010200010000006394,data93,0,1,1,0,6394
1,1,2,0,SB_SPARE_6395,SPARE_6395,,0,,0,1,,0,1,,1,1,6395,SB_010200010000006395,data94,0,1,1,0,6395
1,1,2,0,SB_SPARE_6396,SPARE_6396,,0,,0,1,,0,1,,1,1,6396,SB_010200010000006396,data95,0,1,1,0,6396
1,1,2,0,SB_SPARE_6397,SPARE_6397,,0,,0,1,,0,1,,1,1,6397,SB_010200010000006397,data96,0,1,1,0,6397
1,1,2,0,SB_SPARE_6398,SPARE_6398,,0,,0,1,,0,1,,1,1,6398,SB_010200010000006398,data97,0,1,1,0,6398
1,1,2,0,SB_SPARE_6399,SPARE_6399,,0,,0,1,,0,1,,1,1,6399,SB_010200010000006399,data98,0,1,1,0,6399
1,1,2,0,SB_SPARE_6400,SPARE_6400,,0,,0,1,,0,1,,1,1,6400,SB_010200010000006400,data99,0,1,1,0,6400
1,1,2,0,SB_SPARE_6401,SPARE_6401,,0,,0,1,,0,1,,1,1,6401,SB_010200010000006401,data0,0,1,1,0,6401
1,1,2,0,SB_SPARE_6402,SPARE_6402,,0,,0,1,,0,1,,1,1,6402,SB_010200010000006402,data1,0,1,1,0,6402
1,1,2,0,SB_SPARE_6403,SPARE_6403,,0,,0,1,,0,1,,1,1,6403,SB_010200010000006403,data2,0,1,1,0,6403
1,1,2,0,SB_SPARE_6404,SPARE_6404,,0,,0,1,,0,1,,1,1,6404,SB_010200010000006404,data3,0,1,1,0,6404
1,1,2,0,SB_SPARE_6405,SPARE_6405,,0,,0,1,,0,1,,1,1,6405,SB_010200010000006405,data4,0,1,1,0,6405
1,1,2,0,SB_SPARE_6406,SPARE_6406,,0,,0,1,,0,1,,1,1,6406,SB_010200010000006406,data5,0,1,1,0,6406
1,1,2,0,SB_SPARE_6407,SPARE_6407,,0,,0,1,,0,1,,1,1,6407,SB_010200010000006407,data6,0,1,1,0,6407
1,1,2,0,SB_SPARE_6408,SPARE_6408,,0,,0,1,,0,1,,1,1,6408,SB_010200010000006408,data7,0,1,1,0,6408
1,1,2,0,SB_SPARE_6409,SPARE_6409,,0,,0,1,,0,1,,1,1,6409,SB_010200010000006409,data8,0,1,1,0,6409
1,1,2,0,SB_SPARE_6410,SPARE_6410,,0,,0,1,,0,1,,1,1,6410,SB_010200010000006410,data9,0,1,1,0,6410
1,1,2,0,SB_SPARE_6411,SPARE_6411,,0,,0,1,,0,1,,1,1,6411,SB_010200010000006411,data10,0,1,1,0,6411
1,1,2,0,SB_SPARE_6412,SPARE_6412,,0,,0,1,,0,1,,1,1,6412,SB_010200010000006412,data11,0,1,1,0,6412
1,1,2,0,SB_SPARE_6413,SPARE_6413,,0,,0,1,,0,1,,1,1,6413,SB_010200010000006413,data12,0,1,1,0,6413
1,1,2,0,SB_SPARE_6414,SPARE_6414,,0,,0,1,,0,1,,1,1,6414,SB_010200010000006414,data13,0,1,1,0,6414
1,1,2,0,SB_SPARE_6415,SPARE_6415,,0,,0,1,,0,1,,1,1,6415,SB_010200010000006415,data14,0,1,1,0,6415
1,1,2,0,SB_SPARE_6416,SPARE_6416,,0,,0,1,,0,1,,1,1,6416,SB_010200010000006416,data15,0,1,1,0,6416
1,1,2,0,SB_SPARE_6417,SPARE_6417,,0,,0,1,,0,1,,1,1,6417,SB_010200010000006417,data16,0,1,1,0,6417
1,1,2,0,SB_SPARE_6418,SPARE_6418,,0,,0,1,,0,1,,1,1,6418,SB_010200010000006418,data17,0,1,1,0,6418
1,1,2,0,SB_SPARE_6419,SPARE_6419,,0,,0,1,,0,1,,1,1,6419,SB_010200010000006419,data18,0,1,1,0,6419
1,1,2,0,SB_SPARE_6420,SPARE_6420,,0,,0,1,,0,1,,1,1,6420,SB_010200010000006420,data19,0,1,1,0,6420
1,1,2,0,SB_SPARE_6421,SPARE_6421,,0,,0,1,,0,1,,1,1,6421,SB_010200010000006421,data20,0,1,1,0,6421
1,1,2,0,SB_SPARE_6422,SPARE_6422,,0,,0,1,,0,1,,1,1,6422,SB_010200010000006422,data21,0,1,1,0,6422
1,1,2,0,SB_SPARE_6423,SPARE_6423,,0,,0,1,,0,1,,1,1,6423,SB_010200010000006423,data22,0,1,1,0,6423
1,1,2,0,SB_SPARE_6424,SPARE_6424,,0,,0,1,,0,1,,1,1,6424,SB_010200010000006424,data23,0,1,1,0,6424
1,1,2,0,SB_SPARE_6425,SPARE_6425,,0,,0,1,,0,1,,1,1,6425,SB_010200010000006425,data24,0,1,1,0,6425
1,1,2,0,SB_SPARE_6426,SPARE_6426,,0,,0,1,,0,1,,1,1,6426,SB_010200010000006426,data25,0,1,1,0,6426
1,1,2,0,SB_SPARE_6427,SPARE_6427,,0,,0,1,,0,1,,1,1,6427,SB_010200010000006427,data26,0,1,1,0,6427
1,1,2,0,SB_SPARE_6428,SPARE_6428,,0,,0,1,,0,1,,1,1,6428,SB_010200010000006428,data27,0,1,1,0,6428
1,1,2,0,SB_SPARE_6429,SPARE_6429,,0,,0,1,,0,1,,1,1,6429,SB_010200010000006429,data28,0,1,1,0,6429
1,1,2,0,SB_SPARE_6430,SPARE_6430,,0,,0,1,,0,1,,1,1,6430,SB_010200010000006430,data29,0,1,1,0,6430
1,1,2,0,SB_SPARE_6431,SPARE_6431,,0,,0,1,,0,1,,1,1,6431,SB_010200010000006431,data30,0,1,1,0,6431
1,1,2,0,SB_SPARE_6432,SPARE_6432,,0,,0,1,,0,1,,1,1,6432,SB_010200010000006432,data31,0,1,1,0,6432
1,1,2,0,SB_SPARE_6433,SPARE_6433,,0,,0,1,,0,1,,1,1,6433,SB_010200010000006433,data32,0,1,1,0,6433
1,1,2,0,SB_SPARE_6434,SPARE_6434,,0,,0,1,,0,1,,1,1,6434,SB_010200010000006434,data33,0,1,1,0,6434
1,1,2,0,SB_SPARE_6435,SPARE_6435,,0,,0,1,,0,1,,1,1,6435,SB_010200010000006435,data34,0,1,1,0,6435
1,1,2,0,SB_SPARE_6436,SPARE_6436,,0,,0,1,,0,1,,1,1,6436,SB_010200010000006436,data35,0,1,1,0,6436
1,1,2,0,SB_SPARE_6437,SPARE_6437,,0,,0,1,,0,1,,1,1,6437,SB_010200010000006437,data36,0,1,1,0,6437
1,1,2,0,SB_SPARE_6438,SPARE_6438,,0,,0,1,,0,1,,1,1,6438,SB_010200010000006438,data37,0,1,1,0,6438
1,1,2,0,SB_SPARE_6439,SPARE_6439,,0,,0,1,,0,1,,1,1,6439,SB_010200010000006439,data38,0,1,1,0,6439
1,1,2,0,SB_SPARE_6440,SPARE_6440,,0,,0,1,,0,1,,1,1,6440,SB_010200010000006440,data39,0,1,1,0,6440
1,1,2,0,SB_SPARE_6441,SPARE_6441,,0,,0,1,,0,1,,1,1,6441,SB_010200010000006441,data40,0,1,1,0,6441
1,1,2,0,SB_SPARE_6442,SPARE_6442,,0,,0,1,,0,1,,1,1,6442,SB_010200010000006442,data41,0,1,1,0,6442
1,1,2,0,SB_SPARE_6443,SPARE_6443,,0,,0,1,,0,1,,1,1,6443,SB_010200010000006443,data42,0,1,1,0,6443
1,1,2,0,SB_SPARE_6444,SPARE_6444,,0,,0,1,,0,1,,1,1,6444,SB_010200010000006444,data43,0,1,1,0,6444
1,1,2,0,SB_SPARE_6445,SPARE_6445,,0,,0,1,,0,1,,1,1,6445,SB_010200010000006445,data44,0,1,1,0,6445
1,1,2,0,SB_SPARE_6446,SPARE_6446,,0,,0,1,,0,1,,1,1,6446,SB_010200010000006446,data45,0,1,1,0,6446
1,1,2,0,SB_SPARE_6447,SPARE_6447,,0,,0,1,,0,1,,1,1,6447,SB_010200010000006447,data46,0,1,1,0,6447
1,1,2,0,SB_SPARE_6448,SPARE_6448,,0,,0,1,,0,1,,1,1,6448,SB_010200010000006448,data47,0,1,1,0,6448
1,1,2,0,SB_SPARE_6449,SPARE_6449,,0,,0,1,,0,1,,1,1,6449,SB_010200010000006449,data48,0,1,1,0,6449
1,1,2,0,SB_SPARE_6450,SPARE_6450,,0,,0,1,,0,1,,1,1,6450,SB_010200010000006450,data49,0,1,1,0,6450
1,1,2,0,SB_SPARE_6451,SPARE_6451,,0,,0,1,,0,1,,1,1,6451,SB_010200010000006451,data50,0,1,1,0,6451
1,1,2,0,SB_SPARE_6452,SPARE_6452,,0,,0,1,,0,1,,1,1,6452,SB_010200010000006452,data51,0,1,1,0,6452
1,1,2,0,SB_SPARE_6453,SPARE_6453,,0,,0,1,,0,1,,1,1,6453,SB_010200010000006453,data52,0,1,1,0,6453
1,1,2,0,SB_SPARE_6454,SPARE_6454,,0,,0,1,,0,1,,1,1,6454,SB_010200010000006454,data53,0,1,1,0,6454
1,1,2,0,SB_SPARE_6455,SPARE_6455,,0,,0,1,,0,1,,1,1,6455,SB_010200010000006455,data54,0,1,1,0,6455
1,1,2,0,SB_SPARE_6456,SPARE_6456,,0,,0,1,,0,1,,1,1,6456,SB_010200010000006456,data55,0,1,1,0,6456
1,1,2,0,SB_SPARE_6457,SPARE_6457,,0,,0,1,,0,1,,1,1,6457,SB_010200010000006457,data56,0,1,1,0,6457
1,1,2,0,SB_SPARE_6458,SPARE_6458,,0,,0,1,,0,1,,1,1,6458,SB_010200010000006458,data57,0,1,1,0,6458
1,1,2,0,SB_SPARE_6459,SPARE_6459,,0,,0,1,,0,1,,1,1,6459,SB_010200010000006459,data58,0,1,1,0,6459
1,1,2,0,SB_SPARE_6460,SPARE_6460,,0,,0,1,,0,1,,1,1,6460,SB_010200010000006460,data59,0,1,1,0,6460
1,1,2,0,SB_SPARE_6461,SPARE_6461,,0,,0,1,,0,1,,1,1,6461,SB_010200010000006461,data60,0,1,1,0,6461
1,1,2,0,SB_SPARE_6462,SPARE_6462,,0,,0,1,,0,1,,1,1,6462,SB_010200010000006462,data61,0,1,1,0,6462
1,1,2,0,SB_SPARE_6463,SPARE_6463,,0,,0,1,,0,1,,1,1,6463,SB_010200010000006463,data62,0,1,1,0,6463
1,1,2,0,SB_SPARE_6464,SPARE_6464,,0,,0,1,,0,1,,1,1,6464,SB_010200010000006464,data63,0,1,1,0,6464
1,1,2,0,SB_SPARE_6465,SPARE_6465,,0,,0,1,,0,1,,1,1,6465,SB_010200010000006465,data64,0,1,1,0,6465
1,1,2,0,SB_SPARE_6466,SPARE_6466,,0,,0,1,,0,1,,1,1,6466,SB_010200010000006466,data65,0,1,1,0,6466
1,1,2,0,SB_SPARE_6467,SPARE_6467,,0,,0,1,,0,1,,1,1,6467,SB_010200010000006467,data66,0,1,1,0,6467
1,1,2,0,SB_SPARE_6468,SPARE_6468,,0,,0,1,,0,1,,1,1,6468,SB_010200010000006468,data67,0,1,1,0,6468
1,1,2,0,SB_SPARE_6469,SPARE_6469,,0,,0,1,,0,1,,1,1,6469,SB_010200010000006469,data68,0,1,1,0,6469
1,1,2,0,SB_SPARE_6470,SPARE_6470,,0,,0,1,,0,1,,1,1,6470,SB_010200010000006470,data69,0,1,1,0,6470
1,1,2,0,SB_SPARE_6471,SPARE_6471,,0,,0,1,,0,1,,1,1,6471,SB_010200010000006471,data70,0,1,1,0,6471
1,1,2,0,SB_SPARE_6472,SPARE_6472,,0,,0,1,,0,1,,1,1,6472,SB_010200010000006472,data71,0,1,1,0,6472
1,1,2,0,SB_SPARE_6473,SPARE_6473,,0,,0,1,,0,1,,1,1,6473,SB_010200010000006473,data72,0,1,1,0,6473
1,1,2,0,SB_SPARE_6474,SPARE_6474,,0,,0,1,,0,1,,1,1,6474,SB_010200010000006474,data73,0,1,1,0,6474
1,1,2,0,SB_SPARE_6475,SPARE_6475,,0,,0,1,,0,1,,1,1,6475,SB_010200010000006475,data74,0,1,1,0,6475
1,1,2,0,SB_SPARE_6476,SPARE_6476,,0,,0,1,,0,1,,1,1,6476,SB_010200010000006476,data75,0,1,1,0,6476
1,1,2,0,SB_SPARE_6477,SPARE_6477,,0,,0,1,,0,1,,1,1,6477,SB_010200010000006477,data76,0,1,1,0,6477
1,1,2,0,SB_SPARE_6478,SPARE_6478,,0,,0,1,,0,1,,1,1,6478,SB_010200010000006478,data77,0,1,1,0,6478
1,1,2,0,SB_SPARE_6479,SPARE_6479,,0,,0,1,,0,1,,1,1,6479,SB_010200010000006479,data78,0,1,1,0,6479
1,1,2,0,SB_SPARE_6480,SPARE_6480,,0,,0,1,,0,1,,1,1,6480,SB_010200010000006480,data79,0,1,1,0,6480
1,1,2,0,SB_SPARE_6481,SPARE_6481,,0,,0,1,,0,1,,1,1,6481,SB_010200010000006481,data80,0,1,1,0,6481
1,1,2,0,SB_SPARE_6482,SPARE_6482,,0,,0,1,,0,1,,1,1,6482,SB_010200010000006482,data81,0,1,1,0,6482
1,1,2,0,SB_SPARE_6483,SPARE_6483,,0,,0,1,,0,1,,1,1,6483,SB_010200010000006483,data82,0,1,1,0,6483
1,1,2,0,SB_SPARE_6484,SPARE_6484,,0,,0,1,,0,1,,1,1,6484,SB_010200010000006484,data83,0,1,1,0,6484
1,1,2,0,SB_SPARE_6485,SPARE_6485,,0,,0,1,,0,1,,1,1,6485,SB_010200010000006485,data84,0,1,1,0,6485
1,1,2,0,SB_SPARE_6486,SPARE_6486,,0,,0,1,,0,1,,1,1,6486,SB_010200010000006486,data85,0,1,1,0,6486
1,1,2,0,SB_SPARE_6487,SPARE_6487,,0,,0,1,,0,1,,1,1,6487,SB_010200010000006487,data86,0,1,1,0,6487
1,1,2,0,SB_SPARE_6488,SPARE_6488,,0,,0,1,,0,1,,1,1,6488,SB_010200010000006488,data87,0,1,1,0,6488
1,1,2,0,SB_SPARE_6489,SPARE_6489,,0,,0,1,,0,1,,1,1,6489,SB_010200010000006489,data88,0,1,1,0,6489
1,1,2,0,SB_SPARE_6490,SPARE_6490,,0,,0,1,,0,1,,1,1,6490,SB_010200010000006490,data89,0,1,1,0,6490
1,1,2,0,SB_SPARE_6491,SPARE_6491,,0,,0,1,,0,1,,1,1,6491,SB_010200010000006491,data90,0,1,1,0,6491
1,1,2,0,SB_SPARE_6492,SPARE_6492,,0,,0,1,,0,1,,1,1,6492,SB_010200010000006492,data91,0,1,1,0,6492
1,1,2,0,SB_SPARE_6493,SPARE_6493,,0,,0,1,,0,1,,1,1,6493,SB_010200010000006493,data92,0,1,1,0,6493
1,1,2,0,SB_SPARE_6494,SPARE_6494,,0,,0,1,,0,1,,1,1,6494,SB_010200010000006494,data93,0,1,1,0,6494
1,1,2,0,SB_SPARE_6495,SPARE_6495,,0,,0,1,,0,1,,1,1,6495,SB_010200010000006495,data94,0,1,1,0,6495
1,1,2,0,SB_SPARE_6496,SPARE_6496,,0,,0,1,,0,1,,1,1,6496,SB_010200010000006496,data95,0,1,1,0,6496
1,1,2,0,SB_SPARE_6497,SPARE_6497,,0,,0,1,,0,1,,1,1,6497,SB_010200010000006497,data96,0,1,1,0,6497
1,1,2,0,SB_SPARE_6498,SPARE_6498,,0,,0,1,,0,1,,1,1,6498,SB_010200010000006498,data97,0,1,1,0,6498
1,1,2,0,SB_SPARE_6499,SPARE_6499,,0,,0,1,,0,1,,1,1,6499,SB_010200010000006499,data98,0,1,1,0,6499
1,1,2,0,SB_SPARE_6500,SPARE_6500,,0,,0,1,,0,1,,1,1,6500,SB_010200010000006500,data99,0,1,1,0,6500
1,1,2,0,SB_SPARE_6501,SPARE_6501,,0,,0,1,,0,1,,1,1,6501,SB_010200010000006501,data0,0,1,1,0,6501
1,1,2,0,SB_SPARE_6502,SPARE_6502,,0,,0,1,,0,1,,1,1,6502,SB_010200010000006502,data1,0,1,1,0,6502
1,1,2,0,SB_SPARE_6503,SPARE_6503,,0,,0,1,,0,1,,1,1,6503,SB_010200010000006503,data2,0,1,1,0,6503
1,1,2,0,SB_SPARE_6504,SPARE_6504,,0,,0,1,,0,1,,1,1,6504,SB_010200010000006504,data3,0,1,1,0,6504
1,1,2,0,SB_SPARE_6505,SPARE_6505,,0,,0,1,,0,1,,1,1,6505,SB_010200010000006505,data4,0,1,1,0,6505
1,1,2,0,SB_SPARE_6506,SPARE_6506,,0,,0,1,,0,1,,1,1,6506,SB_010200010000006506,data5,0,1,1,0,6506
1,1,2,0,SB_SPARE_6507,SPARE_6507,,0,,0,1,,0,1,,1,1,6507,SB_010200010000006507,data6,0,1,1,0,6507
1,1,2,0,SB_SPARE_6508,SPARE_6508,,0,,0,1,,0,1,,1,1,6508,SB_010200010000006508,data7,0,1,1,0,6508
1,1,2,0,SB_SPARE_6509,SPARE_6509,,0,,0,1,,0,1,,1,1,6509,SB_010200010000006509,data8,0,1,1,0,6509
1,1,2,0,SB_SPARE_6510,SPARE_6510,,0,,0,1,,0,1,,1,1,6510,SB_010200010000006510,data9,0,1,1,0,6510
1,1,2,0,SB_SPARE_6511,SPARE_6511,,0,,0,1,,0,1,,1,1,6511,SB_010200010000006511,data10,0,1,1,0,6511
1,1,2,0,SB_SPARE_6512,SPARE_6512,,0,,0,1,,0,1,,1,1,6512,SB_010200010000006512,data11,0,1,1,0,6512
1,1,2,0,SB_SPARE_6513,SPARE_6513,,0,,0,1,,0,1,,1,1,6513,SB_010200010000006513,data12,0,1,1,0,6513
1,1,2,0,SB_SPARE_6514,SPARE_6514,,0,,0,1,,0,1,,1,1,6514,SB_010200010000006514,data13,0,1,1,0,6514
1,1,2,0,SB_SPARE_6515,SPARE_6515,,0,,0,1,,0,1,,1,1,6515,SB_010200010000006515,data14,0,1,1,0,6515
1,1,2,0,SB_SPARE_6516,SPARE_6516,,0,,0,1,,0,1,,1,1,6516,SB_010200010000006516,data15,0,1,1,0,6516
1,1,2,0,SB_SPARE_6517,SPARE_6517,,0,,0,1,,0,1,,1,1,6517,SB_010200010000006517,data16,0,1,1,0,6517
1,1,2,0,SB_SPARE_6518,SPARE_6518,,0,,0,1,,0,1,,1,1,6518,SB_010200010000006518,data17,0,1,1,0,6518
1,1,2,0,SB_SPARE_6519,SPARE_6519,,0,,0,1,,0,1,,1,1,6519,SB_010200010000006519,data18,0,1,1,0,6519
1,1,2,0,SB_SPARE_6520,SPARE_6520,,0,,0,1,,0,1,,1,1,6520,SB_010200010000006520,data19,0,1,1,0,6520
1,1,2,0,SB_SPARE_6521,SPARE_6521,,0,,0,1,,0,1,,1,1,6521,SB_010200010000006521,data20,0,1,1,0,6521
1,1,2,0,SB_SPARE_6522,SPARE_6522,,0,,0,1,,0,1,,1,1,6522,SB_010200010000006522,data21,0,1,1,0,6522
1,1,2,0,SB_SPARE_6523,SPARE_6523,,0,,0,1,,0,1,,1,1,6523,SB_010200010000006523,data22,0,1,1,0,6523
1,1,2,0,SB_SPARE_6524,SPARE_6524,,0,,0,1,,0,1,,1,1,6524,SB_010200010000006524,data23,0,1,1,0,6524
1,1,2,0,SB_SPARE_6525,SPARE_6525,,0,,0,1,,0,1,,1,1,6525,SB_010200010000006525,data24,0,1,1,0,6525
1,1,2,0,SB_SPARE_6526,SPARE_6526,,0,,0,1,,0,1,,1,1,6526,SB_010200010000006526,data25,0,1,1,0,6526
1,1,2,0,SB_SPARE_6527,SPARE_6527,,0,,0,1,,0,1,,1,1,6527,SB_010200010000006527,data26,0,1,1,0,6527
1,1,2,0,SB_SPARE_6528,SPARE_6528,,0,,0,1,,0,1,,1,1,6528,SB_010200010000006528,data27,0,1,1,0,6528
1,1,2,0,SB_SPARE_6529,SPARE_6529,,0,,0,1,,0,1,,1,1,6529,SB_010200010000006529,data28,0,1,1,0,6529
1,1,2,0,SB_SPARE_6530,SPARE_6530,,0,,0,1,,0,1,,1,1,6530,SB_010200010000006530,data29,0,1,1,0,6530
1,1,2,0,SB_SPARE_6531,SPARE_6531,,0,,0,1,,0,1,,1,1,6531,SB_010200010000006531,data30,0,1,1,0,6531
1,1,2,0,SB_SPARE_6532,SPARE_6532,,0,,0,1,,0,1,,1,1,6532,SB_010200010000006532,data31,0,1,1,0,6532
1,1,2,0,SB_SPARE_6533,SPARE_6533,,0,,0,1,,0,1,,1,1,6533,SB_010200010000006533,data32,0,1,1,0,6533
1,1,2,0,SB_SPARE_6534,SPARE_6534,,0,,0,1,,0,1,,1,1,6534,SB_010200010000006534,data33,0,1,1,0,6534
1,1,2,0,SB_SPARE_6535,SPARE_6535,,0,,0,1,,0,1,,1,1,6535,SB_010200010000006535,data34,0,1,1,0,6535
1,1,2,0,SB_SPARE_6536,SPARE_6536,,0,,0,1,,0,1,,1,1,6536,SB_010200010000006536,data35,0,1,1,0,6536
1,1,2,0,SB_SPARE_6537,SPARE_6537,,0,,0,1,,0,1,,1,1,6537,SB_010200010000006537,data36,0,1,1,0,6537
1,1,2,0,SB_SPARE_6538,SPARE_6538,,0,,0,1,,0,1,,1,1,6538,SB_010200010000006538,data37,0,1,1,0,6538
1,1,2,0,SB_SPARE_6539,SPARE_6539,,0,,0,1,,0,1,,1,1,6539,SB_010200010000006539,data38,0,1,1,0,6539
1,1,2,0,SB_SPARE_6540,SPARE_6540,,0,,0,1,,0,1,,1,1,6540,SB_010200010000006540,data39,0,1,1,0,6540
1,1,2,0,SB_SPARE_6541,SPARE_6541,,0,,0,1,,0,1,,1,1,6541,SB_010200010000006541,data40,0,1,1,0,6541
1,1,2,0,SB_SPARE_6542,SPARE_6542,,0,,0,1,,0,1,,1,1,6542,SB_010200010000006542,data41,0,1,1,0,6542
1,1,2,0,SB_SPARE_6543,SPARE_6543,,0,,0,1,,0,1,,1,1,6543,SB_010200010000006543,data42,0,1,1,0,6543
1,1,2,0,SB_SPARE_6544,SPARE_6544,,0,,0,1,,0,1,,1,1,6544,SB_010200010000006544,data43,0,1,1,0,6544
1,1,2,0,SB_SPARE_6545,SPARE_6545,,0,,0,1,,0,1,,1,1,6545,SB_010200010000006545,data44,0,1,1,0,6545
1,1,2,0,SB_SPARE_6546,SPARE_6546,,0,,0,1,,0,1,,1,1,6546,SB_010200010000006546,data45,0,1,1,0,6546
1,1,2,0,SB_SPARE_6547,SPARE_6547,,0,,0,1,,0,1,,1,1,6547,SB_010200010000006547,data46,0,1,1,0,6547
1,1,2,0,SB_SPARE_6548,SPARE_6548,,0,,0,1,,0,1,,1,1,6548,SB_010200010000006548,data47,0,1,1,0,6548
1,1,2,0,SB_SPARE_6549,SPARE_6549,,0,,0,1,,0,1,,1,1,6549,SB_010200010000006549,data48,0,1,1,0,6549
1,1,2,0,SB_SPARE_6550,SPARE_6550,,0,,0,1,,0,1,,1,1,6550,SB_010200010000006550,data49,0,1,1,0,6550
1,1,2,0,SB_SPARE_6551,SPARE_6551,,0,,0,1,,0,1,,1,1,6551,SB_010200010000006551,data50,0,1,1,0,6551
1,1,2,0,SB_SPARE_6552,SPARE_6552,,0,,0,1,,0,1,,1,1,6552,SB_010200010000006552,data51,0,1,1,0,6552
1,1,2,0,SB_SPARE_6553,SPARE_6553,,0,,0,1,,0,1,,1,1,6553,SB_010200010000006553,data52,0,1,1,0,6553
1,1,2,0,SB_SPARE_6554,SPARE_6554,,0,,0,1,,0,1,,1,1,6554,SB_010200010000006554,data53,0,1,1,0,6554
1,1,2,0,SB_SPARE_6555,SPARE_6555,,0,,0,1,,0,1,,1,1,6555,SB_010200010000006555,data54,0,1,1,0,6555
1,1,2,0,SB_SPARE_6556,SPARE_6556,,0,,0,1,,0,1,,1,1,6556,SB_010200010000006556,data55,0,1,1,0,6556
1,1,2,0,SB_SPARE_6557,SPARE_6557,,0,,0,1,,0,1,,1,1,6557,SB_010200010000006557,data56,0,1,1,0,6557
1,1,2,0,SB_SPARE_6558,SPARE_6558,,0,,0,1,,0,1,,1,1,6558,SB_010200010000006558,data57,0,1,1,0,6558
1,1,2,0,SB_SPARE_6559,SPARE_6559,,0,,0,1,,0,1,,1,1,6559,SB_010200010000006559,data58,0,1,1,0,6559
1,1,2,0,SB_SPARE_6560,SPARE_6560,,0,,0,1,,0,1,,1,1,6560,SB_010200010000006560,data59,0,1,1,0,6560
1,1,2,0,SB_SPARE_6561,SPARE_6561,,0,,0,1,,0,1,,1,1,6561,SB_010200010000006561,data60,0,1,1,0,6561
1,1,2,0,SB_SPARE_6562,SPARE_6562,,0,,0,1,,0,1,,1,1,6562,SB_010200010000006562,data61,0,1,1,0,6562
1,1,2,0,SB_SPARE_6563,SPARE_6563,,0,,0,1,,0,1,,1,1,6563,SB_010200010000006563,data62,0,1,1,0,6563
1,1,2,0,SB_SPARE_6564,SPARE_6564,,0,,0,1,,0,1,,1,1,6564,SB_010200010000006564,data63,0,1,1,0,6564
1,1,2,0,SB_SPARE_6565,SPARE_6565,,0,,0,1,,0,1,,1,1,6565,SB_010200010000006565,data64,0,1,1,0,6565
1,1,2,0,SB_SPARE_6566,SPARE_6566,,0,,0,1,,0,1,,1,1,6566,SB_010200010000006566,data65,0,1,1,0,6566
1,1,2,0,SB_SPARE_6567,SPARE_6567,,0,,0,1,,0,1,,1,1,6567,SB_010200010000006567,data66,0,1,1,0,6567
1,1,2,0,SB_SPARE_6568,SPARE_6568,,0,,0,1,,0,1,,1,1,6568,SB_010200010000006568,data67,0,1,1,0,6568
1,1,2,0,SB_SPARE_6569,SPARE_6569,,0,,0,1,,0,1,,1,1,6569,SB_010200010000006569,data68,0,1,1,0,6569
1,1,2,0,SB_SPARE_6570,SPARE_6570,,0,,0,1,,0,1,,1,1,6570,SB_010200010000006570,data69,0,1,1,0,6570
1,1,2,0,SB_SPARE_6571,SPARE_6571,,0,,0,1,,0,1,,1,1,6571,SB_010200010000006571,data70,0,1,1,0,6571
1,1,2,0,SB_SPARE_6572,SPARE_6572,,0,,0,1,,0,1,,1,1,6572,SB_010200010000006572,data71,0,1,1,0,6572
1,1,2,0,SB_SPARE_6573,SPARE_6573,,0,,0,1,,0,1,,1,1,6573,SB_010200010000006573,data72,0,1,1,0,6573
1,1,2,0,SB_SPARE_6574,SPARE_6574,,0,,0,1,,0,1,,1,1,6574,SB_010200010000006574,data73,0,1,1,0,6574
1,1,2,0,SB_SPARE_6575,SPARE_6575,,0,,0,1,,0,1,,1,1,6575,SB_010200010000006575,data74,0,1,1,0,6575
