i_connect_no,i_site_code,i_unit_num,i_giku_num,c_tag_no,c_tag_desc,c_category1,c_category2,c_category3,d_disp_range_lower,d_disp_range_upper,c_unit,i_decimal_place,i_signal_type,c_unit2,d_cnv1,d_cnv2,i_cdbi,c_point_id,c_retu text,i_off_set,i_kind_num,i_auto_flag,d_dead_band,i_xid bigint
1,1,2,0,SB_00ADA40CE100XQ23-OUT,150KV SS (STG BAY) WH (FROM FRID),-99,23,,0,100,MWh,2,0,,1,1,1,SB_010200000000000001,data0,0,0,1,0.001,1
1,1,2,0,SB_00ADA40CE100XQ24-OUT,150KV SS (STG BAY) VARH (FROM FRID),-99,23,,0,100,MVARh,2,0,,1,1,2,SB_010200000000000002,data1,0,0,1,0.001,2
1,1,2,0,SB_00ADA40CE100ZQ01-SVS,150kv SS (STG BAY) WH SV SV,-99,,,0,100,,2,0,,1,1,3,SB_010200000000000003,data2,0,0,1,0.001,3
1,1,2,0,SB_00ADA40CE100ZQ01-SHV,150kv SS (STG BAY) WH SV HL SV,-99,7,,0,100,MW,2,0,,1,1,4,SB_010200000000000004,data3,0,0,1,0.001,4
1,1,2,0,SB_00ADA40CE100ZQ01-SLV,150kv SS (STG BAY) WH SV LL SV,-99,7,,0,100,MW,2,0,,1,1,5,SB_010200000000000005,data4,0,0,1,0.001,5
1,1,2,0,SB_00ADA40CE100ZQ01-OUT,150kv SS (STG BAY) WH SV PV,-99,,,0,100,,2,0,,1,1,6,SB_010200000000000006,data5,0,0,1,0.001,6
1,1,2,0,SB_30BBT10FE901,Aux Power,-99,7,,0,100,MW,2,0,,1,1,7,SB_010200000000000007,data6,0,0,1,0.001,7
1,1,2,0,SB_30BBT10GT200-POS,6.0KV SWGR INCM CB POS,-99,,,0,100,,0,0,,1,1,8,SB_010200000000000008,data7,0,0,1,0,8
1,1,2,0,SB_30BFT10GT100-POS,6.0KV SWGR OUTG UNIT TR-A CB POS,-99,,,0,100,,0,0,,1,1,9,SB_010200000000000009,data8,0,0,1,0,9
1,1,2,0,SB_30BFT20GT100-POS,6.0KV SWGR OUTG UNIT TR-B CB POS,-99,,,0,100,,0,0,,1,1,10,SB_010200000000000010,data9,0,0,1,0,10
1,1,2,0,SB_30BFU10GT100-POS,6.0KV SWGR OUTG WTP TR-A CB POS,-99,,,0,100,,0,0,,1,1,11,SB_010200000000000011,data10,0,0,1,0,11
1,1,2,0,SB_30BFU20GT100-POS,6.0KV SWGR OUTG WTP TR-B CB POS,-99,,,0,100,,0,0,,1,1,12,SB_010200000000000012,data11,0,0,1,0,12
1,1,2,0,SB_30BFV10GT100-POS,6.0KV SWGR OUTG ESS TR-A CB POS,-99,,,0,100,,0,0,,1,1,13,SB_010200000000000013,data12,0,0,1,0,13
1,1,2,0,SB_30BFV20GT100-POS,6.0KV SWGR OUTG ESS TR-B CB POS,-99,,,0,100,,0,0,,1,1,14,SB_010200000000000014,data13,0,0,1,0,14
1,1,2,0,SB_30BGT10GT100-POS,6.0KV SWGR OUTG INTK TR-A CB POS,-99,,,0,100,,0,0,,1,1,15,SB_010200000000000015,data14,0,0,1,0,15
1,1,2,0,SB_30BGT20GT100-POS,6.0KV SWGR OUTG INTK TR-B CB POS,-99,,,0,100,,0,0,,1,1,16,SB_010200000000000016,data15,0,0,1,0,16
1,1,2,0,SB_30BGU10GT100-POS,6.0KV SWGR OUTG CHP TR-A CB POS,-99,,,0,100,,0,0,,1,1,17,SB_010200000000000017,data16,0,0,1,0,17
1,1,2,0,SB_30BFT10GT200-POS,400V UNIT SWGR INCM TR-A CB POS,-99,,,0,100,,0,0,,1,1,18,SB_010200000000000018,data17,0,0,1,0,18
1,1,2,0,SB_30BFT20GT200-POS,400V UNIT SWGR INCM TR-B CB POS,-99,,,0,100,,0,0,,1,1,19,SB_010200000000000019,data18,0,0,1,0,19
1,1,2,0,SB_30BFB00GS100-POS,400V UNIT SWGR TIE CB POS,-99,,,0,100,,0,0,,1,1,20,SB_010200000000000020,data19,0,0,1,0,20
1,1,2,0,SB_30BFV10GT200-POS,400V ESS SWGR INCM TR-A CB POS,-99,,,0,100,,0,0,,1,1,21,SB_010200000000000021,data20,0,0,1,0,21
1,1,2,0,SB_30BFV20GT200-POS,400V ESS SWGR INCM TR-B CB POS,-99,,,0,100,,0,0,,1,1,22,SB_010200000000000022,data21,0,0,1,0,22
1,1,2,0,SB_30BGT10GT200-POS,400V INTK SWGR INCM TR-A CB POS,-99,,,0,100,,0,0,,1,1,23,SB_010200000000000023,data22,0,0,1,0,23
1,1,2,0,SB_30BGT20GT200-POS,400V INTK SWGR INCM TR-B CB POS,-99,,,0,100,,0,0,,1,1,24,SB_010200000000000024,data23,0,0,1,0,24
1,1,2,0,SB_30BGB00GS100-POS,400V INTK SWGR TIE CB POS,-99,,,0,100,,0,0,,1,1,25,SB_010200000000000025,data24,0,0,1,0,25
1,1,2,0,SB_30BFU10GT200-POS,400V WTP SWGR INCM TR-A CB POS,-99,,,0,100,,0,0,,1,1,26,SB_010200000000000026,data25,0,0,1,0,26
1,1,2,0,SB_30BFU20GT200-POS,400V WTP SWGR INCM TR-B CB POS,-99,,,0,100,,0,0,,1,1,27,SB_010200000000000027,data26,0,0,1,0,27
1,1,2,0,SB_30BFD00GS100-POS,400V WTP SWGR TIE CB POS,-99,,,0,100,,0,0,,1,1,28,SB_010200000000000028,data27,0,0,1,0,28
1,1,2,0,SB_30BGF00GS100-POS,400V ESP SWGR TIE CB POS,-99,,,0,100,,0,0,,1,1,29,SB_010200000000000029,data28,0,0,1,0,29
1,1,2,0,SB_30BGU10GT200-POS,400V CHP SWGR INCM TR-A CB POS,-99,,,0,100,,0,0,,1,1,30,SB_010200000000000030,data29,0,0,1,0,30
1,1,2,0,SB_30BGD00GS100-POS,400V CHP SWGR TIE CB POS,-99,,,0,100,,0,0,,1,1,31,SB_010200000000000031,data30,0,0,1,0,31
1,1,2,0,SB_00ADA40CE100ZQ01-SOR,150kv SS (STG BAY) WH SV SV O/R,-99,,,,,,,1,,1,1,32,SB_010200000000000032,data31,0,1,1,0,32
1,1,2,0,SB_30BFV10GT200XQ20-OUT,400V ESS SWGR INCM TR-A PWR,-99,7,,0,100,kW,2,0,,1,1,33,SB_010200000000000033,data32,0,0,1,0.001,33
1,1,2,0,SB_30BFV10GT200XQ09-OUT,400V ESS SWGR INCM TR-A CUR V-PH,-99,9,,0,100,A,2,0,,1,1,34,SB_010200000000000034,data33,0,0,1,0.001,34
1,1,2,0,SB_30BFV10GT200XQ14-OUT,400V ESS SWGR INCM TR-A VLT U-V,-99,8,,0,100,V,2,0,,1,1,35,SB_010200000000000035,data34,0,0,1,0.001,35
1,1,2,0,SB_30BFV20GT200XQ20-OUT,400V ESS SWGR INCM TR-B PWR,-99,7,,0,100,kW,2,0,,1,1,36,SB_010200000000000036,data35,0,0,1,0.001,36
1,1,2,0,SB_30BFV20GT200XQ09-OUT,400V ESS SWGR INCM TR-B CUR V-PH,-99,9,,0,100,A,2,0,,1,1,37,SB_010200000000000037,data36,0,0,1,0.001,37
1,1,2,0,SB_30BFV20GT200XQ14-OUT,400V ESS SWGR INCM TR-B VLT U-V,-99,8,,0,100,V,2,0,,1,1,38,SB_010200000000000038,data37,0,0,1,0.001,38
1,1,2,0,SB_30BGT10GT200XQ20-OUT,400V INTK SWGR INCM TR-A PWR,-99,7,,0,100,kW,2,0,,1,1,39,SB_010200000000000039,data38,0,0,1,0.001,39
1,1,2,0,SB_30BGT10GT200XQ09-OUT,400V INTK SWGR INCM TR-A CUR V-PH,-99,9,,0,100,A,2,0,,1,1,40,SB_010200000000000040,data39,0,0,1,0.001,40
1,1,2,0,SB_30BGT10GT200XQ14-OUT,400V INTK SWGR INCM TR-A VLT U-V,-99,8,,0,100,V,2,0,,1,1,41,SB_010200000000000041,data40,0,0,1,0.001,41
1,1,2,0,SB_30BGT20GT200XQ20-OUT,400V INTK SWGR INCM TR-B PWR,-99,7,,0,100,kW,2,0,,1,1,42,SB_010200000000000042,data41,0,0,1,0.001,42
1,1,2,0,SB_30BGT20GT200XQ09-OUT,400V INTK SWGR INCM TR-B CUR V-PH,-99,9,,0,100,A,2,0,,1,1,43,SB_010200000000000043,data42,0,0,1,0.001,43
1,1,2,0,SB_30BGT20GT200XQ14-OUT,400V INTK SWGR INCM TR-B VLT U-V,-99,8,,0,100,V,2,0,,1,1,44,SB_010200000000000044,data43,0,0,1,0.001,44
1,1,2,0,SB_30BGB00GS100XQ14-OUT,400V INTK SWGR BUS-A VLT U-V,-99,8,,0,100,V,2,0,,1,1,45,SB_010200000000000045,data44,0,0,1,0.001,45
1,1,2,0,SB_30BGB00GS100XQ17-OUT,400V INTK SWGR BUS-B VLT U-V,-99,8,,0,100,V,2,0,,1,1,46,SB_010200000000000046,data45,0,0,1,0.001,46
1,1,2,0,SB_30BGF00GS100XQ14-OUT,400V ESP SWGR BUS-A VLT U-V,-99,8,,0,100,V,2,0,,1,1,47,SB_010200000000000047,data46,0,0,1,0.001,47
1,1,2,0,SB_30BGF00GS100XQ17-OUT,400V ESP SWGR BUS-B VLT U-V,-99,8,,0,100,V,2,0,,1,1,48,SB_010200000000000048,data47,0,0,1,0.001,48
1,1,2,0,SB_30BGU10GT200XQ09-OUT,400V CHP SWGR INCM TR-A CUR V-PH,-99,9,,0,100,A,2,0,,1,1,49,SB_010200000000000049,data48,0,0,1,0.001,49
1,1,2,0,SB_30BGU10GT200XQ14-OUT,400V CHP SWGR INCM TR-A VLT U-V,-99,8,,0,100,V,2,0,,1,1,50,SB_010200000000000050,data49,0,0,1,0.001,50
1,1,2,0,SB_30BGD00GS100XQ14-OUT,400V CHP SWGR BUS-A VLT U-V,-99,8,,0,100,V,2,0,,1,1,51,SB_010200000000000051,data50,0,0,1,0.001,51
1,1,2,0,SB_30BGD00GS100XQ17-OUT,400V CHP SWGR BUS-B VLT U-V,-99,8,,0,100,V,2,0,,1,1,52,SB_010200000000000052,data51,0,0,1,0.001,52
1,1,2,0,SB_30BFT10GT200XQ20-OUT,400V UNIT SWGR INCM TR-A PWR,-99,7,,0,2800,kW,2,0,,1,1,53,SB_010200000000000053,data52,0,0,1,0.001,53
1,1,2,0,SB_30BFT10GT200XQ09-OUT,400V UNIT SWGR INCM TR-A CUR V-PH,-99,9,,0,3200,A,2,0,,1,1,54,SB_010200000000000054,data53,0,0,1,0.001,54
1,1,2,0,SB_30BFT10GT200XQ14-OUT,400V UNIT SWGR INCM TR-A VLT U-V,-99,8,,0,500,V,2,0,,1,1,55,SB_010200000000000055,data54,0,0,1,0.001,55
1,1,2,0,SB_30BFT20GT200XQ20-OUT,400V UNIT SWGR INCM TR-B PWR,-99,7,,0,2800,kW,2,0,,1,1,56,SB_010200000000000056,data55,0,0,1,0.001,56
1,1,2,0,SB_30BFT20GT200XQ09-OUT,400V UNIT SWGR INCM TR-B CUR V-PH,-99,9,,0,3200,A,2,0,,1,1,57,SB_010200000000000057,data56,0,0,1,0.001,57
1,1,2,0,SB_30BFT20GT200XQ14-OUT,400V UNIT SWGR INCM TR-B VLT U-V,-99,8,,0,500,V,2,0,,1,1,58,SB_010200000000000058,data57,0,0,1,0.001,58
1,1,2,0,SB_30BFB00GS100XQ14-OUT,400V UNIT SWGR BUS-A VLT U-V,-99,8,,0,500,V,2,0,,1,1,59,SB_010200000000000059,data58,0,0,1,0.001,59
1,1,2,0,SB_30BFB00GS100XQ17-OUT,400V UNIT SWGR BUS-B VLT U-V,-99,8,,0,500,V,2,0,,1,1,60,SB_010200000000000060,data59,0,0,1,0.001,60
1,1,2,0,SB_30BFU10GT200XQ20-OUT,400V WTP SWGR INCM TR-A PWR,-99,7,,0,1800,kW,2,0,,1,1,61,SB_010200000000000061,data60,0,0,1,0.001,61
1,1,2,0,SB_30BFU10GT200XQ09-OUT,400V WTP SWGR INCM TR-A CUR V-PH,-99,9,,0,2000,A,2,0,,1,1,62,SB_010200000000000062,data61,0,0,1,0.001,62
1,1,2,0,SB_30BFU10GT200XQ14-OUT,400V WTP SWGR INCM TR-A VLT U-V,-99,8,,0,500,V,2,0,,1,1,63,SB_010200000000000063,data62,0,0,1,0.001,63
1,1,2,0,SB_30BFU20GT200XQ20-OUT,400V WTP SWGR INCM TR-B PWR,-99,7,,0,1800,kW,2,0,,1,1,64,SB_010200000000000064,data63,0,0,1,0.001,64
1,1,2,0,SB_30BFU20GT200XQ09-OUT,400V WTP SWGR INCM TR-B CUR V-PH,-99,9,,0,2000,A,2,0,,1,1,65,SB_010200000000000065,data64,0,0,1,0.001,65
1,1,2,0,SB_30BFU20GT200XQ14-OUT,400V WTP SWGR INCM TR-B VLT U-V,-99,8,,0,500,V,2,0,,1,1,66,SB_010200000000000066,data65,0,0,1,0.001,66
1,1,2,0,SB_30BFD00GS100XQ14-OUT,400V WTP SWGR BUS-A VLT U-V,-99,8,,0,500,V,2,0,,1,1,67,SB_010200000000000067,data66,0,0,1,0.001,67
1,1,2,0,SB_30BFD00GS100XQ17-OUT,400V WTP SWGR BUS-B VLT U-V,-99,8,,0,500,V,2,0,,1,1,68,SB_010200000000000068,data67,0,0,1,0.001,68
1,1,2,0,SB_30BAT10GH100XB21-OUT,ST GSUT OLTC DCS SEL,-99,,,,,,,1,,1,1,69,SB_010200000000000069,data68,0,1,1,0,69
1,1,2,0,SB_30BAT10GH100XB01-OUT,ST GSUT TAP CHANGE IN PROGRESS,-99,,,,,,,1,,1,1,70,SB_010200000000000070,data69,0,1,1,0,70
1,1,2,0,SB_30BAY10GH010XB03-OUT,ST GSUT 87GT DIFF RY CUT-OFF,-99,,,,,,,1,,1,1,71,SB_010200000000000071,data70,0,1,1,0,71
1,1,2,0,SB_30BAY10GH010XB08-OUT,ST UAT 87UT DIFF RY CUT-OFF,-99,,,,,,,1,,1,1,72,SB_010200000000000072,data71,0,1,1,0,72
1,1,2,0,SB_30BBT10GH200XB01-OUT,ST UAT OLTC DCS SEL,-99,,,,,,,1,,1,1,73,SB_010200000000000073,data72,0,1,1,0,73
1,1,2,0,SB_30BBT10GH200XB03-OUT,ST UAT OLTC IN PROGRESS,-99,,,,,,,1,,1,1,74,SB_010200000000000074,data73,0,1,1,0,74
1,1,2,0,SB_30BBT10CE001XQ20-OUT,6.0KV SWGR INCM PWR,-99,7,,0,35000,kW,2,0,,1,1,75,SB_010200000000000075,data74,0,0,1,0.001,75
1,1,2,0,SB_30BBT10CE002XQ09-OUT,6.0KV SWGR INCM CUR V-PH,-99,9,,0,3150,A,2,0,,1,1,76,SB_010200000000000076,data75,0,0,1,0.001,76
1,1,2,0,SB_30BBT10CE003XQ14-OUT,6.0KV SWGR INCM VLT U-V,-99,8,,0,7200,V,2,0,,1,1,77,SB_010200000000000077,data76,0,0,1,0.001,77
1,1,2,0,SB_30BBA00CE001XQ14-OUT,6.0KV SWGR BUS VLT U-V,-99,8,,0,7200,V,2,0,,1,1,78,SB_010200000000000078,data77,0,0,1,0.001,78
1,1,2,0,SB_30BBA00CE001XQ15-OUT,6.0KV SWGR BUS VLT V-W,-99,8,,0,7200,V,2,0,,1,1,79,SB_010200000000000079,data78,0,0,1,0.001,79
1,1,2,0,SB_30BBA00CE001XQ16-OUT,6.0KV SWGR BUS VLT W-U,-99,8,,0,7200,V,2,0,,1,1,80,SB_010200000000000080,data79,0,0,1,0.001,80
1,1,2,0,SB_30BAT10GH100XQ01-OUT,ST GSUT OIL TEMP,-99,1,,0,150,DEG C,2,0,,1,1,81,SB_010200000000000081,data80,0,0,1,0.001,81
1,1,2,0,SB_30BAT10GH100XQ02-OUT,ST GSUT HV WDG TEMP,-99,1,,0,150,DEG C,2,0,,1,1,82,SB_010200000000000082,data81,0,0,1,0.001,82
1,1,2,0,SB_30BAT10GH100XQ03-OUT,ST GSUT LV WDG TEMP,-99,1,,0,150,DEG C,2,0,,1,1,83,SB_010200000000000083,data82,0,0,1,0.001,83
1,1,2,0,SB_30BAT10GH100XQ04-OUT,ST GSUT TAP POS,-99,,,1,18,,2,0,,1,1,84,SB_010200000000000084,data83,0,0,1,0.001,84
1,1,2,0,SB_30BBT10GH100XQ01-OUT,ST UAT OIL TEMP,-99,1,,0,150,DEG C,2,0,,1,1,85,SB_010200000000000085,data84,0,0,1,0.001,85
1,1,2,0,SB_30BBT10GH100XQ02-OUT,ST UAT HV WDG TEMP,-99,1,,0,150,DEG C,2,0,,1,1,86,SB_010200000000000086,data85,0,0,1,0.001,86
1,1,2,0,SB_30BBT10GH100XQ03-OUT,ST UAT LV WDG TEMP,-99,1,,0,150,DEG C,2,0,,1,1,87,SB_010200000000000087,data86,0,0,1,0.001,87
1,1,2,0,SB_30BBT10GH200XQ01-OUT,ST UAT TAP POS,-99,,,1,18,,2,0,,1,1,88,SB_010200000000000088,data87,0,0,1,0.001,88
1,1,2,0,SB_00ADA40CE005XQ14-OUT,150KV SS (STG BAY) VLT R-S,-99,8,,0,150,kV,2,0,,1,1,89,SB_010200000000000089,data88,0,0,1,0.001,89
1,1,2,0,SB_00ADA40CE005XQ15-OUT,150KV SS (STG BAY) VLT S-T,-99,8,,0,150,kV,2,0,,1,1,90,SB_010200000000000090,data89,0,0,1,0.001,90
1,1,2,0,SB_00ADA40CE005XQ16-OUT,150KV SS (STG BAY) VLT T-R,-99,8,,0,150,kV,2,0,,1,1,91,SB_010200000000000091,data90,0,0,1,0.001,91
1,1,2,0,SB_00ADA40CE001XQ08-OUT,150KV SS (STG BAY) CUR R,-99,9,,0,600,A,2,0,,1,1,92,SB_010200000000000092,data91,0,0,1,0.001,92
1,1,2,0,SB_00ADA40CE001XQ09-OUT,150KV SS (STG BAY) CUR S,-99,9,,0,600,A,2,0,,1,1,93,SB_010200000000000093,data92,0,0,1,0.001,93
1,1,2,0,SB_00ADA40CE001XQ10-OUT,150KV SS (STG BAY) CUR T,-99,9,,0,600,A,2,0,,1,1,94,SB_010200000000000094,data93,0,0,1,0.001,94
1,1,2,0,SB_00ADA40CE100XQ22-OUT,150KV SS (STG BAY) FREQUENCY,-99,10,,40,60,Hz,2,0,,1,1,95,SB_010200000000000095,data94,0,0,1,0.001,95
1,1,2,0,SB_00ADA40CE100XQ21-OUT,150KV SS (STG BAY) VAR,-99,7,,-80,130,MVAR,1,0,,1,1,96,SB_010200000000000096,data95,0,0,1,0.01,96
1,1,2,0,SB_00ADA40CE100XQ20-OUT,150KV SS (STG BAY) WATT,-99,7,,0,150,MW,1,0,,1,1,97,SB_010200000000000097,data96,0,0,1,0.01,97
1,1,2,0,SB_30BAA10FU101,Unit Gross Heat Rate,-99,6,,0,12000,kJ/kWh,2,0,,1,1,98,SB_010200000000000098,data97,0,0,1,0.001,98
1,1,2,0,SB_00ADA10FU101,Unit Net Heat Rate,-99,6,,0,12000,kJ/kWh,2,0,,1,1,99,SB_010200000000000099,data98,0,0,1,0.001,99
1,1,2,0,SB_30BAA10FU102,Unit Gross Efficiency,-99,18,,0,100,%,2,0,,1,1,100,SB_010200000000000100,data99,0,0,1,0.001,100
1,1,2,0,SB_00ADA10FU102,Unit Net Efficiency,-99,18,,0,100,%,2,0,,1,1,101,SB_010200000000000101,data0,0,0,1,0.001,101
1,1,2,0,SB_30BAA10FF101,Coal Flow,-99,23,,0,100,kg/s,2,0,,1,1,102,SB_010200000000000102,data1,0,0,1,0.001,102
1,1,2,0,SB_30BAA10FF102,Coal Flow Sum,-99,23,,0,100,kg,2,0,,1,1,103,SB_010200000000000103,data2,0,0,1,0.001,103
1,1,2,0,SB_30BAA10FF103,Oil Flow,-99,23,,0,100,kg/s,2,0,,1,1,104,SB_010200000000000104,data3,0,0,1,0.001,104
1,1,2,0,SB_30BAT10FG001-OUT,ST GSUT TAP POS,-99,,,1,18,,2,0,,1,1,105,SB_010200000000000105,data4,0,0,1,0.001,105
1,1,2,0,SB_30BBT10FG001-OUT,ST UAT TAP POS,-99,,,1,18,,2,0,,1,1,106,SB_010200000000000106,data5,0,0,1,0.001,106
1,1,2,0,SB_30BAC10GS001XB03-OUT,GCB SPRG DISCHARGED,-99,,,,,,,1,,1,1,107,SB_010200000000000107,data6,0,1,1,0,107
1,1,2,0,SB_30ADA40GH030XQ01-OUT,GSUT BAY ACTIVE PWR (MAIN),-99,7,,0,1.00E+09,kW,2,0,,1,1,108,SB_010200000000000108,data7,0,0,1,0.001,108
1,1,2,0,SB_30ADA40GH030XQ02-OUT,GSUT BAY REACTIVE PWR (MAIN),-99,7,,0,1.00E+09,kVar,2,0,,1,1,109,SB_010200000000000109,data8,0,0,1,0.001,109
1,1,2,0,SB_30ADA40GH030XQ03-OUT,GSUT BAY ACTIVE PWR (BACK UP),-99,7,,0,1.00E+09,kW,2,0,,1,1,110,SB_010200000000000110,data9,0,0,1,0.001,110
1,1,2,0,SB_30ADA40GH030XQ04-OUT,GSUT BAY REACTIVE PWR (BACK UP),-99,7,,0,1.00E+09,kVar,2,0,,1,1,111,SB_010200000000000111,data10,0,0,1,0.001,111
1,1,2,0,SB_30BCB01CT501XQ01-OUT,SB STM SPLY TEMP,-99,1,,0,600,DEG C,1,0,,1,1,112,SB_010200000000000112,data11,0,0,1,0.01,112
1,1,2,0,SB_30GCK44FJ101,Enthalpy of Make-up Water,-99,6,,0,10000,kJ/kg,2,0,,1,1,113,SB_010200000000000113,data12,0,0,1,0.001,113
1,1,2,0,SB_30BRV10GH010-POS,EDG POS,-99,,,0,100,,0,0,,1,1,114,SB_010200000000000114,data13,0,0,1,0,114
1,1,2,0,SB_30BRV10AG001-POS,400V ESS SWGR EDG CB POS,-99,,,0,100,,0,0,,1,1,115,SB_010200000000000115,data14,0,0,1,0,115
1,1,2,0,SB_30BGU20GT100-POS,6.0KV SWGR OUTG CHP TR-B CB POS,-99,,,0,100,,0,0,,1,1,116,SB_010200000000000116,data15,0,0,1,0,116
1,1,2,0,SB_30BGV10GT100-POS,6.0KV SWGR OUTG ESP TR-A CB POS,-99,,,0,100,,0,0,,1,1,117,SB_010200000000000117,data16,0,0,1,0,117
1,1,2,0,SB_30BGV20GT100-POS,6.0KV SWGR OUTG ESP TR-B CB POS,-99,,,0,100,,0,0,,1,1,118,SB_010200000000000118,data17,0,0,1,0,118
1,1,2,0,SB_30BMB00GS100-POS,400V ESS SWGR TIE CB POS,-99,,,0,100,,0,0,,1,1,119,SB_010200000000000119,data18,0,0,1,0,119
1,1,2,0,SB_30BGV10GT200-POS,400V ESP SWGR INCM TR-A CB POS,-99,,,0,100,,0,0,,1,1,120,SB_010200000000000120,data19,0,0,1,0,120
1,1,2,0,SB_30BGV20GT200-POS,400V ESP SWGR INCM TR-B CB POS,-99,,,0,100,,0,0,,1,1,121,SB_010200000000000121,data20,0,0,1,0,121
1,1,2,0,SB_30BGU20GT200-POS,400V CHP SWGR INCM TR-B CB POS,-99,,,0,100,,0,0,,1,1,122,SB_010200000000000122,data21,0,0,1,0,122
1,1,2,0,SB_30BRV10GH010XQ14-OUT,EDG VLT U-V,-99,8,,0,500,V,2,0,,1,1,123,SB_010200000000000123,data22,0,0,1,0.001,123
1,1,2,0,SB_30BRV10GH010XQ09-OUT,EDG CUR V-PH,-99,9,,0,1250,A,2,0,,1,1,124,SB_010200000000000124,data23,0,0,1,0.001,124
1,1,2,0,SB_30BRV10GH010XQ20-OUT,EDG ACTIVE PWR,-99,7,,0,682,kW,2,0,,1,1,125,SB_010200000000000125,data24,0,0,1,0.001,125
1,1,2,0,SB_30BRV10GH010XQ22-OUT,EDG FREQ,-99,10,,45,55,Hz,2,0,,1,1,126,SB_010200000000000126,data25,0,0,1,0.001,126
1,1,2,0,SB_30GBL10CL001XQ01-OUT,SVCE WTR TK-1 LVL,-99,11,,0,10500,mm,2,0,,1,1,127,SB_010200000000000127,data26,0,0,1,0.001,127
1,1,2,0,SB_30GBK30CP001XQ01-OUT,SWP DSCH HDR PRS,-99,2,,0,15,bar G,2,0,,1,1,128,SB_010200000000000128,data27,0,0,1,0.001,128
1,1,2,0,SB_30BRV10CS001-OUT,EDG FREQ,-99,10,,45,55,Hz,2,0,,1,1,129,SB_010200000000000129,data28,0,0,1,0.001,129
1,1,2,0,SB_30BRV10GH010XQ21-OUT,EDG REACTIVE PWR,-99,7,,0,682,kVar,2,0,,1,1,130,SB_010200000000000130,data29,0,0,1,0.001,130
1,1,2,0,SB_30GBL11CL001XQ01-OUT,SVCE WTR TK-2 LVL,-99,11,,0,10500,mm,2,0,,1,1,131,SB_010200000000000131,data30,0,0,1,0.001,131
1,1,2,0,SB_30GCL10CL002XQ01-OUT,DEMIN WTR TK-1 LVL,-99,11,,0,12000,mm,2,0,,1,1,132,SB_010200000000000132,data31,0,0,1,0.001,132
1,1,2,0,SB_30GCK30CP001XQ01-OUT,DEMIN WTR PMP DSCH HDR PRS,-99,2,,0,10,bar G,2,0,,1,1,133,SB_010200000000000133,data32,0,0,1,0.001,133
1,1,2,0,SB_30GCL11CL002XQ01-OUT,DEMIN WTR TK-2 LVL,-99,11,,0,12000,mm,2,0,,1,1,134,SB_010200000000000134,data33,0,0,1,0.001,134
1,1,2,0,SB_30GKB10CL003XQ01-OUT,POTABLE WTR TK LVL,-99,11,,0,3000,mm,2,0,,1,1,135,SB_010200000000000135,data34,0,0,1,0.001,135
1,1,2,0,SB_30GCK50CP001XQ01-OUT,BLR FILL PMP DSCH HDR PRS,-99,2,,0,15,bar G,2,0,,1,1,136,SB_010200000000000136,data35,0,0,1,0.001,136
1,1,2,0,SB_30BMB00GS100XQ14-OUT,400V ESS SWGR BUS-A VLT U-V,-99,8,,0,500,V,2,0,,1,1,137,SB_010200000000000137,data36,0,0,1,0.001,137
1,1,2,0,SB_30BMB00GS100XQ17-OUT,400V ESS SWGR BUS-B VLT U-V,-99,8,,0,500,V,2,0,,1,1,138,SB_010200000000000138,data37,0,0,1,0.001,138
1,1,2,0,SB_30GHA10CL001XQ01-OUT,INDUSTRIAL WTR TK-1 LVL,-99,11,,0,12000,mm,2,0,,1,1,139,SB_010200000000000139,data38,0,0,1,0.001,139
1,1,2,0,SB_30GHA30CP001XQ01-OUT,POTABLE WTR XFR PMP DSCH PRS,-99,2,,0,10,bar G,2,0,,1,1,140,SB_010200000000000140,data39,0,0,1,0.001,140
1,1,2,0,SB_30GHA11CL001XQ01-OUT,INDUSTRIAL WTR TK-2 LVL,-99,11,,0,12000,mm,2,0,,1,1,141,SB_010200000000000141,data40,0,0,1,0.001,141
1,1,2,0,SB_30BGV10GT200XQ20-OUT,400V ESP SWGR INCM TR-A PWR,-99,7,,0,2800,kW,2,0,,1,1,142,SB_010200000000000142,data41,0,0,1,0.001,142
1,1,2,0,SB_30BGV10GT200XQ09-OUT,400V ESP SWGR INCM TR-A CUR V-PH,-99,9,,0,3200,A,2,0,,1,1,143,SB_010200000000000143,data42,0,0,1,0.001,143
1,1,2,0,SB_30BGV10GT200XQ14-OUT,400V ESP SWGR INCM TR-A VLT U-V,-99,8,,0,500,V,2,0,,1,1,144,SB_010200000000000144,data43,0,0,1,0.001,144
1,1,2,0,SB_30BGV20GT200XQ20-OUT,400V ESP SWGR INCM TR-B PWR,-99,7,,0,2800,kW,2,0,,1,1,145,SB_010200000000000145,data44,0,0,1,0.001,145
1,1,2,0,SB_30BGV20GT200XQ09-OUT,400V ESP SWGR INCM TR-B CUR V-PH,-99,9,,0,3200,A,2,0,,1,1,146,SB_010200000000000146,data45,0,0,1,0.001,146
1,1,2,0,SB_30BGV20GT200XQ14-OUT,400V ESP SWGR INCM TR-B VLT U-V,-99,8,,0,500,V,2,0,,1,1,147,SB_010200000000000147,data46,0,0,1,0.001,147
1,1,2,0,SB_30BGU10GT200XQ20-OUT,400V CHP SWGR INCM TR-A PWR,-99,7,,0,1100,kW,2,0,,1,1,148,SB_010200000000000148,data47,0,0,1,0.001,148
