No,PID,ItemID,Description,Type,Unit,DP,disp_lower,disp_upper,dcsTagNo,valid,sufixx,org_TagNo(cut SB_/.PVor.OUT),-suffix,"follows are 0,_STATUS or SPARE_ or _SPARE or _STS or -SP-",raw&exist -OUT=0,not in ABJ=0.(vlookup ABJ_DCS_IO)
55,SB_010200000000000055,SB_120205_DI03_STATUS.PV,120205_DI03_STATUS,DOUBLE,,,0,100,120205_DI03_STATUS,0,.PV,120205_DI03_STATUS,,0,-1,120205_DI03_STATUS
56,SB_010200000000000056,SB_120206_DI03_STATUS.PV,120206_DI03_STATUS,DOUBLE,,,0,100,120206_DI03_STATUS,0,.PV,120206_DI03_STATUS,,0,-1,120206_DI03_STATUS
57,SB_010200000000000057,SB_120207_DO01_STATUS.PV,120207_DO01_STATUS,DOUBLE,,,0,100,120207_DO01_STATUS,0,.PV,120207_DO01_STATUS,,0,-1,120207_DO01_STATUS
58,SB_010200000000000058,SB_120208_DO01_STATUS.PV,120208_DO01_STATUS,DOUBLE,,,0,100,120208_DO01_STATUS,0,.PV,120208_DO01_STATUS,,0,-1,120208_DO01_STATUS
59,SB_010200000000000059,SB_120209_DO01_STATUS.PV,120209_DO01_STATUS,DOUBLE,,,0,100,120209_DO01_STATUS,0,.PV,120209_DO01_STATUS,,0,-1,120209_DO01_STATUS
60,SB_010200000000000060,SB_120301_DI03_STATUS.PV,120301_DI03_STATUS,DOUBLE,,,0,100,120301_DI03_STATUS,0,.PV,120301_DI03_STATUS,,0,-1,120301_DI03_STATUS
61,SB_010200000000000061,SB_120302_DI03_STATUS.PV,120302_DI03_STATUS,DOUBLE,,,0,100,120302_DI03_STATUS,0,.PV,120302_DI03_STATUS,,0,-1,120302_DI03_STATUS
62,SB_010200000000000062,SB_120303_DI03_STATUS.PV,120303_DI03_STATUS,DOUBLE,,,0,0,120303_DI03_STATUS,0,.PV,120303_DI03_STATUS,,0,-1,120303_DI03_STATUS
63,SB_010200000000000063,SB_120304_DI03_STATUS.PV,120304_DI03_STATUS,DOUBLE,,,0,0,120304_DI03_STATUS,0,.PV,120304_DI03_STATUS,,0,-1,120304_DI03_STATUS
64,SB_010200000000000064,SB_120305_DI03_STATUS.PV,120305_DI03_STATUS,DOUBLE,,,0,0,120305_DI03_STATUS,0,.PV,120305_DI03_STATUS,,0,-1,120305_DI03_STATUS
65,SB_010200000000000065,SB_120306_DO01_STATUS.PV,120306_DO01_STATUS,DOUBLE,,,0,0,120306_DO01_STATUS,0,.PV,120306_DO01_STATUS,,0,-1,120306_DO01_STATUS
66,SB_010200000000000066,SB_120307_DO01_STATUS.PV,120307_DO01_STATUS,DOUBLE,,,0,0,120307_DO01_STATUS,0,.PV,120307_DO01_STATUS,,0,-1,120307_DO01_STATUS
67,SB_010200000000000067,SB_120308_DO01_STATUS.PV,120308_DO01_STATUS,DOUBLE,,,0,0,120308_DO01_STATUS,0,.PV,120308_DO01_STATUS,,0,-1,120308_DO01_STATUS
68,SB_010200000000000068,SB_120309_DO01_STATUS.PV,120309_DO01_STATUS,DOUBLE,,,0,0,120309_DO01_STATUS,0,.PV,120309_DO01_STATUS,,0,-1,120309_DO01_STATUS
69,SB_010200000000000069,SB_122101_AI02_STATUS.PV,122101_AI02_STATUS,DOUBLE,,,0,100,122101_AI02_STATUS,0,.PV,122101_AI02_STATUS,,0,-1,122101_AI02_STATUS
70,SB_010200000000000070,SB_122101_AI02-SP-10.PV,SPARE,DOUBLE,,,0,100,122101_AI02-SP-10,0,.PV,122101_AI02-SP-10,-SP-10,0,-1,122101_AI02-SP-10
71,SB_010200000000000071,SB_122101_AI02-SP-11.PV,SPARE,DOUBLE,,,0,100,122101_AI02-SP-11,0,.PV,122101_AI02-SP-11,-SP-11,0,-1,122101_AI02-SP-11
72,SB_010200000000000072,SB_122101_AI02-SP-12.PV,SPARE,DOUBLE,,,0,100,122101_AI02-SP-12,0,.PV,122101_AI02-SP-12,-SP-12,0,-1,122101_AI02-SP-12
73,SB_010200000000000073,SB_122101_AI02-SP-13.PV,SPARE,DOUBLE,,,0,100,122101_AI02-SP-13,0,.PV,122101_AI02-SP-13,-SP-13,0,-1,122101_AI02-SP-13
74,SB_010200000000000074,SB_122101_AI02-SP-14.PV,SPARE,DOUBLE,,,0,100,122101_AI02-SP-14,0,.PV,122101_AI02-SP-14,-SP-14,0,-1,122101_AI02-SP-14
75,SB_010200000000000075,SB_122101_AI02-SP-15.PV,SPARE,DOUBLE,,,0,100,122101_AI02-SP-15,0,.PV,122101_AI02-SP-15,-SP-15,0,-1,122101_AI02-SP-15
76,SB_010200000000000076,SB_122101_AI02-SP-16.PV,SPARE,DOUBLE,,,0,100,122101_AI02-SP-16,0,.PV,122101_AI02-SP-16,-SP-16,0,-1,122101_AI02-SP-16
77,SB_010200000000000077,SB_122101_AI02-SP-9.PV,SPARE,DOUBLE,,,0,100,122101_AI02-SP-9,0,.PV,122101_AI02-SP-9,-SP-9,0,-1,122101_AI02-SP-9
78,SB_010200000000000078,SB_122102_AI02_STATUS.PV,122102_AI02_STATUS,DOUBLE,,,0,100,122102_AI02_STATUS,0,.PV,122102_AI02_STATUS,,0,-1,122102_AI02_STATUS
79,SB_010200000000000079,SB_122102_AI02-SP-14.PV,SPARE,DOUBLE,,,0,100,122102_AI02-SP-14,0,.PV,122102_AI02-SP-14,-SP-14,0,-1,122102_AI02-SP-14
80,SB_010200000000000080,SB_122103_AI02_STATUS.PV,122103_AI02_STATUS,DOUBLE,,,0,100,122103_AI02_STATUS,0,.PV,122103_AI02_STATUS,,0,-1,122103_AI02_STATUS
81,SB_010200000000000081,SB_122103_AI02-SP-14.PV,SPARE,DOUBLE,,,0,100,122103_AI02-SP-14,0,.PV,122103_AI02-SP-14,-SP-14,0,-1,122103_AI02-SP-14
82,SB_010200000000000082,SB_122104_AI02_STATUS.PV,122104_AI02_STATUS,DOUBLE,,,0,100,122104_AI02_STATUS,0,.PV,122104_AI02_STATUS,,0,-1,122104_AI02_STATUS
83,SB_010200000000000083,SB_122104_AI02-SP-10.PV,SPARE,DOUBLE,,,0,100,122104_AI02-SP-10,0,.PV,122104_AI02-SP-10,-SP-10,0,-1,122104_AI02-SP-10
84,SB_010200000000000084,SB_122104_AI02-SP-11.PV,SPARE,DOUBLE,,,0,100,122104_AI02-SP-11,0,.PV,122104_AI02-SP-11,-SP-11,0,-1,122104_AI02-SP-11
85,SB_010200000000000085,SB_122104_AI02-SP-12.PV,SPARE,DOUBLE,,,0,100,122104_AI02-SP-12,0,.PV,122104_AI02-SP-12,-SP-12,0,-1,122104_AI02-SP-12
86,SB_010200000000000086,SB_122104_AI02-SP-13.PV,SPARE,DOUBLE,,,0,100,122104_AI02-SP-13,0,.PV,122104_AI02-SP-13,-SP-13,0,-1,122104_AI02-SP-13
87,SB_010200000000000087,SB_122104_AI02-SP-14.PV,SPARE,DOUBLE,,,0,100,122104_AI02-SP-14,0,.PV,122104_AI02-SP-14,-SP-14,0,-1,122104_AI02-SP-14
88,SB_010200000000000088,SB_122104_AI02-SP-15.PV,SPARE,DOUBLE,,,0,100,122104_AI02-SP-15,0,.PV,122104_AI02-SP-15,-SP-15,0,-1,122104_AI02-SP-15
89,SB_010200000000000089,SB_122104_AI02-SP-16.PV,SPARE,DOUBLE,,,0,100,122104_AI02-SP-16,0,.PV,122104_AI02-SP-16,-SP-16,0,-1,122104_AI02-SP-16
90,SB_010200000000000090,SB_122104_AI02-SP-9.PV,SPARE,DOUBLE,,,0,100,122104_AI02-SP-9,0,.PV,122104_AI02-SP-9,-SP-9,0,-1,122104_AI02-SP-9
91,SB_010200000000000091,SB_122105_AI03_STATUS.PV,122105_AI03_STATUS,DOUBLE,,,0,100,122105_AI03_STATUS,0,.PV,122105_AI03_STATUS,,0,-1,122105_AI03_STATUS
92,SB_010200000000000092,SB_122105_AI03-SP-8.PV,SPARE,DOUBLE,,,0,100,122105_AI03-SP-8,0,.PV,122105_AI03-SP-8,-SP-8,0,-1,122105_AI03-SP-8
93,SB_010200000000000093,SB_122106_AI03_STATUS.PV,122106_AI03_STATUS,DOUBLE,,,0,100,122106_AI03_STATUS,0,.PV,122106_AI03_STATUS,,0,-1,122106_AI03_STATUS
94,SB_010200000000000094,SB_122106_AI03-SP-4.PV,SPARE,DOUBLE,,,0,100,122106_AI03-SP-4,0,.PV,122106_AI03-SP-4,-SP-4,0,-1,122106_AI03-SP-4
95,SB_010200000000000095,SB_122106_AI03-SP-8.PV,SPARE,DOUBLE,,,0,100,122106_AI03-SP-8,0,.PV,122106_AI03-SP-8,-SP-8,0,-1,122106_AI03-SP-8
96,SB_010200000000000096,SB_122107_AI03_STATUS.PV,122107_AI03_STATUS,DOUBLE,,,0,100,122107_AI03_STATUS,0,.PV,122107_AI03_STATUS,,0,-1,122107_AI03_STATUS
97,SB_010200000000000097,SB_122107_AI03-SP-8.PV,SPARE,DOUBLE,,,0,100,122107_AI03-SP-8,0,.PV,122107_AI03-SP-8,-SP-8,0,-1,122107_AI03-SP-8
98,SB_010200000000000098,SB_122108_AI03_STATUS.PV,122108_AI03_STATUS,DOUBLE,,,0,100,122108_AI03_STATUS,0,.PV,122108_AI03_STATUS,,0,-1,122108_AI03_STATUS
99,SB_010200000000000099,SB_122108_AI03-SP-8.PV,SPARE,DOUBLE,,,0,100,122108_AI03-SP-8,0,.PV,122108_AI03-SP-8,-SP-8,0,-1,122108_AI03-SP-8
100,SB_010200000000000100,SB_122109_AI03_STATUS.PV,122109_AI03_STATUS,DOUBLE,,,0,100,122109_AI03_STATUS,0,.PV,122109_AI03_STATUS,,0,-1,122109_AI03_STATUS
101,SB_010200000000000101,SB_122109_AI03-SP-8.PV,SPARE,DOUBLE,,,0,100,122109_AI03-SP-8,0,.PV,122109_AI03-SP-8,-SP-8,0,-1,122109_AI03-SP-8
102,SB_010200000000000102,SB_122201_AI02_STATUS.PV,122201_AI02_STATUS,DOUBLE,,,0,100,122201_AI02_STATUS,0,.PV,122201_AI02_STATUS,,0,-1,122201_AI02_STATUS
103,SB_010200000000000103,SB_122201_AI02-SP-10.PV,SPARE,DOUBLE,,,0,100,122201_AI02-SP-10,0,.PV,122201_AI02-SP-10,-SP-10,0,-1,122201_AI02-SP-10
104,SB_010200000000000104,SB_122201_AI02-SP-11.PV,SPARE,DOUBLE,,,0,100,122201_AI02-SP-11,0,.PV,122201_AI02-SP-11,-SP-11,0,-1,122201_AI02-SP-11
105,SB_010200000000000105,SB_122201_AI02-SP-12.PV,SPARE,DOUBLE,,,0,100,122201_AI02-SP-12,0,.PV,122201_AI02-SP-12,-SP-12,0,-1,122201_AI02-SP-12
106,SB_010200000000000106,SB_122201_AI02-SP-13.PV,SPARE,DOUBLE,,,0,100,122201_AI02-SP-13,0,.PV,122201_AI02-SP-13,-SP-13,0,-1,122201_AI02-SP-13
107,SB_010200000000000107,SB_122201_AI02-SP-14.PV,SPARE,DOUBLE,,,0,100,122201_AI02-SP-14,0,.PV,122201_AI02-SP-14,-SP-14,0,-1,122201_AI02-SP-14
108,SB_010200000000000108,SB_122201_AI02-SP-15.PV,SPARE,DOUBLE,,,0,100,122201_AI02-SP-15,0,.PV,122201_AI02-SP-15,-SP-15,0,-1,122201_AI02-SP-15
109,SB_010200000000000109,SB_122201_AI02-SP-16.PV,SPARE,DOUBLE,,,0,100,122201_AI02-SP-16,0,.PV,122201_AI02-SP-16,-SP-16,0,-1,122201_AI02-SP-16
110,SB_010200000000000110,SB_122201_AI02-SP-9.PV,SPARE,DOUBLE,,,0,100,122201_AI02-SP-9,0,.PV,122201_AI02-SP-9,-SP-9,0,-1,122201_AI02-SP-9
111,SB_010200000000000111,SB_122202_AI02_STATUS.PV,122202_AI02_STATUS,DOUBLE,,,0,100,122202_AI02_STATUS,0,.PV,122202_AI02_STATUS,,0,-1,122202_AI02_STATUS
112,SB_010200000000000112,SB_122202_AI02-SP-14.PV,SPARE,DOUBLE,,,0,100,122202_AI02-SP-14,0,.PV,122202_AI02-SP-14,-SP-14,0,-1,122202_AI02-SP-14
113,SB_010200000000000113,SB_122203_AI02_STATUS.PV,122203_AI02_STATUS,DOUBLE,,,0,100,122203_AI02_STATUS,0,.PV,122203_AI02_STATUS,,0,-1,122203_AI02_STATUS
114,SB_010200000000000114,SB_122203_AI02-SP-14.PV,SPARE,DOUBLE,,,0,100,122203_AI02-SP-14,0,.PV,122203_AI02-SP-14,-SP-14,0,-1,122203_AI02-SP-14
115,SB_010200000000000115,SB_122204_AI02_STATUS.PV,122204_AI02_STATUS,DOUBLE,,,0,100,122204_AI02_STATUS,0,.PV,122204_AI02_STATUS,,0,-1,122204_AI02_STATUS
116,SB_010200000000000116,SB_122204_AI02-SP-10.PV,SPARE,DOUBLE,,,0,100,122204_AI02-SP-10,0,.PV,122204_AI02-SP-10,-SP-10,0,-1,122204_AI02-SP-10
117,SB_010200000000000117,SB_122204_AI02-SP-11.PV,SPARE,DOUBLE,,,0,100,122204_AI02-SP-11,0,.PV,122204_AI02-SP-11,-SP-11,0,-1,122204_AI02-SP-11
118,SB_010200000000000118,SB_122204_AI02-SP-12.PV,SPARE,DOUBLE,,,0,100,122204_AI02-SP-12,0,.PV,122204_AI02-SP-12,-SP-12,0,-1,122204_AI02-SP-12
119,SB_010200000000000119,SB_122204_AI02-SP-13.PV,SPARE,DOUBLE,,,0,100,122204_AI02-SP-13,0,.PV,122204_AI02-SP-13,-SP-13,0,-1,122204_AI02-SP-13
120,SB_010200000000000120,SB_122204_AI02-SP-14.PV,SPARE,DOUBLE,,,0,100,122204_AI02-SP-14,0,.PV,122204_AI02-SP-14,-SP-14,0,-1,122204_AI02-SP-14
121,SB_010200000000000121,SB_122204_AI02-SP-15.PV,SPARE,DOUBLE,,,0,100,122204_AI02-SP-15,0,.PV,122204_AI02-SP-15,-SP-15,0,-1,122204_AI02-SP-15
122,SB_010200000000000122,SB_122204_AI02-SP-16.PV,SPARE,DOUBLE,,,0,100,122204_AI02-SP-16,0,.PV,122204_AI02-SP-16,-SP-16,0,-1,122204_AI02-SP-16
123,SB_010200000000000123,SB_122204_AI02-SP-9.PV,SPARE,DOUBLE,,,0,100,122204_AI02-SP-9,0,.PV,122204_AI02-SP-9,-SP-9,0,-1,122204_AI02-SP-9
124,SB_010200000000000124,SB_122205_AI03_STATUS.PV,122205_AI03_STATUS,DOUBLE,,,0,100,122205_AI03_STATUS,0,.PV,122205_AI03_STATUS,,0,-1,122205_AI03_STATUS
125,SB_010200000000000125,SB_122205_AI03-SP-8.PV,SPARE,DOUBLE,,,0,100,122205_AI03-SP-8,0,.PV,122205_AI03-SP-8,-SP-8,0,-1,122205_AI03-SP-8
126,SB_010200000000000126,SB_122206_AI03_STATUS.PV,122206_AI03_STATUS,DOUBLE,,,0,100,122206_AI03_STATUS,0,.PV,122206_AI03_STATUS,,0,-1,122206_AI03_STATUS
127,SB_010200000000000127,SB_122206_AI03-SP-4.PV,SPARE,DOUBLE,,,0,100,122206_AI03-SP-4,0,.PV,122206_AI03-SP-4,-SP-4,0,-1,122206_AI03-SP-4
128,SB_010200000000000128,SB_122206_AI03-SP-8.PV,SPARE,DOUBLE,,,0,100,122206_AI03-SP-8,0,.PV,122206_AI03-SP-8,-SP-8,0,-1,122206_AI03-SP-8
129,SB_010200000000000129,SB_122207_AI03_STATUS.PV,122207_AI03_STATUS,DOUBLE,,,0,100,122207_AI03_STATUS,0,.PV,122207_AI03_STATUS,,0,-1,122207_AI03_STATUS
130,SB_010200000000000130,SB_122207_AI03-SP-8.PV,SPARE,DOUBLE,,,0,100,122207_AI03-SP-8,0,.PV,122207_AI03-SP-8,-SP-8,0,-1,122207_AI03-SP-8
131,SB_010200000000000131,SB_122208_AI03_STATUS.PV,122208_AI03_STATUS,DOUBLE,,,0,100,122208_AI03_STATUS,0,.PV,122208_AI03_STATUS,,0,-1,122208_AI03_STATUS
132,SB_010200000000000132,SB_122208_AI03-SP-8.PV,SPARE,DOUBLE,,,0,100,122208_AI03-SP-8,0,.PV,122208_AI03-SP-8,-SP-8,0,-1,122208_AI03-SP-8
133,SB_010200000000000133,SB_122209_AI03_STATUS.PV,122209_AI03_STATUS,DOUBLE,,,0,100,122209_AI03_STATUS,0,.PV,122209_AI03_STATUS,,0,-1,122209_AI03_STATUS
134,SB_010200000000000134,SB_122209_AI03-SP-8.PV,SPARE,DOUBLE,,,0,100,122209_AI03-SP-8,0,.PV,122209_AI03-SP-8,-SP-8,0,-1,122209_AI03-SP-8
135,SB_010200000000000135,SB_122301_AI03_STATUS.PV,122301_AI03_STATUS,DOUBLE,,,0,100,122301_AI03_STATUS,0,.PV,122301_AI03_STATUS,,0,-1,122301_AI03_STATUS
136,SB_010200000000000136,SB_122301_AI03-SP-1.PV,SPARE,DOUBLE,,,0,100,122301_AI03-SP-1,0,.PV,122301_AI03-SP-1,-SP-1,0,-1,122301_AI03-SP-1
137,SB_010200000000000137,SB_122301_AI03-SP-2.PV,SPARE,DOUBLE,,,0,100,122301_AI03-SP-2,0,.PV,122301_AI03-SP-2,-SP-2,0,-1,122301_AI03-SP-2
138,SB_010200000000000138,SB_122301_AI03-SP-3.PV,SPARE,DOUBLE,,,0,100,122301_AI03-SP-3,0,.PV,122301_AI03-SP-3,-SP-3,0,-1,122301_AI03-SP-3
139,SB_010200000000000139,SB_122301_AI03-SP-4.PV,SPARE,DOUBLE,,,0,100,122301_AI03-SP-4,0,.PV,122301_AI03-SP-4,-SP-4,0,-1,122301_AI03-SP-4
140,SB_010200000000000140,SB_122301_AI03-SP-5.PV,SPARE,DOUBLE,,,0,100,122301_AI03-SP-5,0,.PV,122301_AI03-SP-5,-SP-5,0,-1,122301_AI03-SP-5
141,SB_010200000000000141,SB_122301_AI03-SP-6.PV,SPARE,DOUBLE,,,0,100,122301_AI03-SP-6,0,.PV,122301_AI03-SP-6,-SP-6,0,-1,122301_AI03-SP-6
142,SB_010200000000000142,SB_122301_AI03-SP-7.PV,SPARE,DOUBLE,,,0,100,122301_AI03-SP-7,0,.PV,122301_AI03-SP-7,-SP-7,0,-1,122301_AI03-SP-7
143,SB_010200000000000143,SB_122301_AI03-SP-8.PV,SPARE,DOUBLE,,,0,100,122301_AI03-SP-8,0,.PV,122301_AI03-SP-8,-SP-8,0,-1,122301_AI03-SP-8
144,SB_010200000000000144,SB_122302_DI03_STATUS.PV,122302_DI03_STATUS,DOUBLE,,,0,100,122302_DI03_STATUS,0,.PV,122302_DI03_STATUS,,0,-1,122302_DI03_STATUS
145,SB_010200000000000145,SB_122303_DI03_STATUS.PV,122303_DI03_STATUS,DOUBLE,,,0,100,122303_DI03_STATUS,0,.PV,122303_DI03_STATUS,,0,-1,122303_DI03_STATUS
146,SB_010200000000000146,SB_122304_DI03_STATUS.PV,122304_DI03_STATUS,DOUBLE,,,0,100,122304_DI03_STATUS,0,.PV,122304_DI03_STATUS,,0,-1,122304_DI03_STATUS
147,SB_010200000000000147,SB_122305_DI03_STATUS.PV,122305_DI03_STATUS,DOUBLE,,,0,100,122305_DI03_STATUS,0,.PV,122305_DI03_STATUS,,0,-1,122305_DI03_STATUS
148,SB_010200000000000148,SB_122306_DI03_STATUS.PV,122306_DI03_STATUS,DOUBLE,,,0,100,122306_DI03_STATUS,0,.PV,122306_DI03_STATUS,,0,-1,122306_DI03_STATUS
149,SB_010200000000000149,SB_122307_DI03_STATUS.PV,122307_DI03_STATUS,DOUBLE,,,0,100,122307_DI03_STATUS,0,.PV,122307_DI03_STATUS,,0,-1,122307_DI03_STATUS
150,SB_010200000000000150,SB_122308_DO01_STATUS.PV,122308_DO01_STATUS,DOUBLE,,,0,100,122308_DO01_STATUS,0,.PV,122308_DO01_STATUS,,0,-1,122308_DO01_STATUS
151,SB_010200000000000151,SB_122309_DO01_STATUS.PV,122309_DO01_STATUS,DOUBLE,,,0,100,122309_DO01_STATUS,0,.PV,122309_DO01_STATUS,,0,-1,122309_DO01_STATUS
152,SB_010200000000000152,SB_122401_DI03_STATUS.PV,122401_DI03_STATUS,DOUBLE,,,0,100,122401_DI03_STATUS,0,.PV,122401_DI03_STATUS,,0,-1,122401_DI03_STATUS
153,SB_010200000000000153,SB_122402_DI03_STATUS.PV,122402_DI03_STATUS,DOUBLE,,,0,100,122402_DI03_STATUS,0,.PV,122402_DI03_STATUS,,0,-1,122402_DI03_STATUS
154,SB_010200000000000154,SB_122403_DI03_STATUS.PV,122403_DI03_STATUS,DOUBLE,,,0,100,122403_DI03_STATUS,0,.PV,122403_DI03_STATUS,,0,-1,122403_DI03_STATUS
155,SB_010200000000000155,SB_122404_DI03_STATUS.PV,122404_DI03_STATUS,DOUBLE,,,0,100,122404_DI03_STATUS,0,.PV,122404_DI03_STATUS,,0,-1,122404_DI03_STATUS
156,SB_010200000000000156,SB_122405_DI03_STATUS.PV,122405_DI03_STATUS,DOUBLE,,,0,100,122405_DI03_STATUS,0,.PV,122405_DI03_STATUS,,0,-1,122405_DI03_STATUS
157,SB_010200000000000157,SB_122406_DI03_STATUS.PV,122406_DI03_STATUS,DOUBLE,,,0,100,122406_DI03_STATUS,0,.PV,122406_DI03_STATUS,,0,-1,122406_DI03_STATUS
158,SB_010200000000000158,SB_122407_DO01_STATUS.PV,122407_DO01_STATUS,DOUBLE,,,0,100,122407_DO01_STATUS,0,.PV,122407_DO01_STATUS,,0,-1,122407_DO01_STATUS
159,SB_010200000000000159,SB_122408_DO01_STATUS.PV,122408_DO01_STATUS,DOUBLE,,,0,100,122408_DO01_STATUS,0,.PV,122408_DO01_STATUS,,0,-1,122408_DO01_STATUS
160,SB_010200000000000160,SB_122409_DO01_STATUS.PV,122409_DO01_STATUS,DOUBLE,,,0,100,122409_DO01_STATUS,0,.PV,122409_DO01_STATUS,,0,-1,122409_DO01_STATUS
161,SB_010200000000000161,SB_122501_DI03_STATUS.PV,122501_DI03_STATUS,DOUBLE,,,0,100,122501_DI03_STATUS,0,.PV,122501_DI03_STATUS,,0,-1,122501_DI03_STATUS
162,SB_010200000000000162,SB_122502_DI03_STATUS.PV,122502_DI03_STATUS,DOUBLE,,,0,100,122502_DI03_STATUS,0,.PV,122502_DI03_STATUS,,0,-1,122502_DI03_STATUS
163,SB_010200000000000163,SB_122503_DI03_STATUS.PV,122503_DI03_STATUS,DOUBLE,,,0,100,122503_DI03_STATUS,0,.PV,122503_DI03_STATUS,,0,-1,122503_DI03_STATUS
164,SB_010200000000000164,SB_122504_DI03_STATUS.PV,122504_DI03_STATUS,DOUBLE,,,0,100,122504_DI03_STATUS,0,.PV,122504_DI03_STATUS,,0,-1,122504_DI03_STATUS
165,SB_010200000000000165,SB_122505_DI03_STATUS.PV,122505_DI03_STATUS,DOUBLE,,,0,100,122505_DI03_STATUS,0,.PV,122505_DI03_STATUS,,0,-1,122505_DI03_STATUS
166,SB_010200000000000166,SB_122506_DI03_STATUS.PV,122506_DI03_STATUS,DOUBLE,,,0,100,122506_DI03_STATUS,0,.PV,122506_DI03_STATUS,,0,-1,122506_DI03_STATUS
167,SB_010200000000000167,SB_122507_DO01_STATUS.PV,122507_DO01_STATUS,DOUBLE,,,0,100,122507_DO01_STATUS,0,.PV,122507_DO01_STATUS,,0,-1,122507_DO01_STATUS
168,SB_010200000000000168,SB_122508_DO01_STATUS.PV,122508_DO01_STATUS,DOUBLE,,,0,100,122508_DO01_STATUS,0,.PV,122508_DO01_STATUS,,0,-1,122508_DO01_STATUS
169,SB_010200000000000169,SB_130101_AI02_STATUS.PV,130101_AI02_STATUS,DOUBLE,,,-2,2,130101_AI02_STATUS,0,.PV,130101_AI02_STATUS,,0,-1,130101_AI02_STATUS
170,SB_010200000000000170,SB_130101_AI02-SP-13.PV,SPARE,DOUBLE,,,0,100,130101_AI02-SP-13,0,.PV,130101_AI02-SP-13,-SP-13,0,-1,130101_AI02-SP-13
171,SB_010200000000000171,SB_130101_AI02-SP-14.PV,SPARE,DOUBLE,,,0,100,130101_AI02-SP-14,0,.PV,130101_AI02-SP-14,-SP-14,0,-1,130101_AI02-SP-14
172,SB_010200000000000172,SB_130101_AI02-SP-15.PV,SPARE,DOUBLE,,,0,100,130101_AI02-SP-15,0,.PV,130101_AI02-SP-15,-SP-15,0,-1,130101_AI02-SP-15
173,SB_010200000000000173,SB_130101_AI02-SP-16.PV,SPARE,DOUBLE,,,0,100,130101_AI02-SP-16,0,.PV,130101_AI02-SP-16,-SP-16,0,-1,130101_AI02-SP-16
174,SB_010200000000000174,SB_130102_AI02_STATUS.PV,130102_AI02_STATUS,DOUBLE,,,-2,2,130102_AI02_STATUS,0,.PV,130102_AI02_STATUS,,0,-1,130102_AI02_STATUS
175,SB_010200000000000175,SB_130102_AI02-SP-13.PV,SPARE,DOUBLE,,,0,100,130102_AI02-SP-13,0,.PV,130102_AI02-SP-13,-SP-13,0,-1,130102_AI02-SP-13
176,SB_010200000000000176,SB_130102_AI02-SP-14.PV,SPARE,DOUBLE,,,0,100,130102_AI02-SP-14,0,.PV,130102_AI02-SP-14,-SP-14,0,-1,130102_AI02-SP-14
177,SB_010200000000000177,SB_130102_AI02-SP-15.PV,SPARE,DOUBLE,,,0,100,130102_AI02-SP-15,0,.PV,130102_AI02-SP-15,-SP-15,0,-1,130102_AI02-SP-15
178,SB_010200000000000178,SB_130102_AI02-SP-16.PV,SPARE,DOUBLE,,,0,100,130102_AI02-SP-16,0,.PV,130102_AI02-SP-16,-SP-16,0,-1,130102_AI02-SP-16
179,SB_010200000000000179,SB_130103_AI02_STATUS.PV,130103_AI02_STATUS,DOUBLE,,,-2,2,130103_AI02_STATUS,0,.PV,130103_AI02_STATUS,,0,-1,130103_AI02_STATUS
180,SB_010200000000000180,SB_130103_AI02-SP-10.PV,SPARE,DOUBLE,,,0,100,130103_AI02-SP-10,0,.PV,130103_AI02-SP-10,-SP-10,0,-1,130103_AI02-SP-10
181,SB_010200000000000181,SB_130103_AI02-SP-11.PV,SPARE,DOUBLE,,,0,100,130103_AI02-SP-11,0,.PV,130103_AI02-SP-11,-SP-11,0,-1,130103_AI02-SP-11
182,SB_010200000000000182,SB_130103_AI02-SP-12.PV,SPARE,DOUBLE,,,0,100,130103_AI02-SP-12,0,.PV,130103_AI02-SP-12,-SP-12,0,-1,130103_AI02-SP-12
183,SB_010200000000000183,SB_130103_AI02-SP-13.PV,SPARE,DOUBLE,,,0,100,130103_AI02-SP-13,0,.PV,130103_AI02-SP-13,-SP-13,0,-1,130103_AI02-SP-13
184,SB_010200000000000184,SB_130103_AI02-SP-14.PV,SPARE,DOUBLE,,,0,100,130103_AI02-SP-14,0,.PV,130103_AI02-SP-14,-SP-14,0,-1,130103_AI02-SP-14
185,SB_010200000000000185,SB_130103_AI02-SP-15.PV,SPARE,DOUBLE,,,0,100,130103_AI02-SP-15,0,.PV,130103_AI02-SP-15,-SP-15,0,-1,130103_AI02-SP-15
186,SB_010200000000000186,SB_130103_AI02-SP-16.PV,SPARE,DOUBLE,,,0,100,130103_AI02-SP-16,0,.PV,130103_AI02-SP-16,-SP-16,0,-1,130103_AI02-SP-16
187,SB_010200000000000187,SB_130103_AI02-SP-4.PV,SPARE,DOUBLE,,,0,100,130103_AI02-SP-4,0,.PV,130103_AI02-SP-4,-SP-4,0,-1,130103_AI02-SP-4
188,SB_010200000000000188,SB_130103_AI02-SP-5.PV,SPARE,DOUBLE,,,0,100,130103_AI02-SP-5,0,.PV,130103_AI02-SP-5,-SP-5,0,-1,130103_AI02-SP-5
189,SB_010200000000000189,SB_130103_AI02-SP-6.PV,SPARE,DOUBLE,,,0,100,130103_AI02-SP-6,0,.PV,130103_AI02-SP-6,-SP-6,0,-1,130103_AI02-SP-6
