2020/09/17,04:36:40,0.0021885123569518328,0.5188259482383728,0.0022428412921726704,100,0.0022428412921726704,3.6609084606170654,0.0024740942753851414,100,0.004063567612320185,1.060521125793457,0.000886612047906965,100,0.000886612047906965,0.4187016189098358,0.0004073238524142653,100
2020/09/17,04:36:50,0.0021885123569518328,0.7684540152549744,0.0022428412921726704,100,0.0022428412921726704,1.0750846862792969,0.0034679416567087173,100,0.00463615357875824,1.060521125793457,0.000886612047906965,100,0.000886612047906965,0.4187016189098358,0.0004073238524142653,100
2020/09/17,04:37:00,0.0021885123569518328,0.5525041222572327,0.0022428412921726704,100,0.0022428412921726704,0.723625659942627,0.0034679416567087173,100,0.00463615357875824,0.8201090693473816,0.000886612047906965,100,0.000886612047906965,0.4187016189098358,0.0004073238524142653,100
2020/09/17,04:37:10,0.0021885123569518328,0.7303385138511658,0.0022428412921726704,100,0.0022428412921726704,0.723625659942627,0.0034679416567087173,100,0.00463615357875824,1.1125174760818481,0.000886612047906965,100,0.000886612047906965,0.4225700795650482,0.0004073238524142653,100
2020/09/17,04:37:20,0.0021885123569518328,0.5031245946884155,0.0017336864257231355,100,0.0017336864257231355,0.6934745907783508,0.0034679416567087173,100,0.00463615357875824,1.373750925064087,0.000886612047906965,100,0.000886612047906965,0.5328205823898315,0.0004073238524142653,100
2020/09/17,04:37:30,0.0025679608806967735,0.5031245946884155,0.0017336864257231355,100,0.0017336864257231355,0.7710708975791931,0.0034679416567087173,100,0.00463615357875824,1.373750925064087,0.000886612047906965,100,0.000886612047906965,0.2878573536872864,0.0004073238524142653,100
2020/09/17,04:37:40,0.0025679608806967735,0.7765322327613831,0.0017336864257231355,100,0.0017336864257231355,0.5612649917602539,0.0034679416567087173,100,0.00463615357875824,1.373750925064087,0.0008484965655952692,100,0.0008484965655952692,0.2878573536872864,0.0004073238524142653,100
2020/09/17,04:37:50,0.0025679608806967735,0.7329553961753845,0.0017336864257231355,100,0.0017336864257231355,0.5427192449569702,0.0035089016892015934,100,0.0025833207182586193,0.8594760894775391,0.0008484965655952692,100,0.0008484965655952692,0.33541640639305115,0.0009287098073400557,100
2020/09/17,04:38:00,0.0025679608806967735,0.5465876460075378,0.0017336864257231355,100,0.0017336864257231355,0.6167884469032288,0.0035089016892015934,100,0.0025833207182586193,2.0403740406036377,0.0008484965655952692,100,0.0008484965655952692,0.28546804189682007,0.0009287098073400557,100
2020/09/17,04:38:10,0.0025679608806967735,0.7148647904396057,0.0017336864257231355,100,0.0017336864257231355,0.6122373342514038,0.0035089016892015934,100,0.0025833207182586193,0.7571900486946106,0.0008484965655952692,100,0.0008484965655952692,0.28546804189682007,0.0009287098073400557,100
2020/09/17,04:38:20,0.0025679608806967735,0.6445502042770386,0.0017336864257231355,100,0.0017336864257231355,0.5716187357902527,0.0035089016892015934,100,0.0025833207182586193,1.011369228363037,0.0008484965655952692,100,0.0008484965655952692,0.28546804189682007,0.0009287098073400557,100
2020/09/17,04:38:30,0.0015854911180213094,0.9202333688735962,0.0019845659844577312,100,0.0019845659844577312,0.5716187357902527,0.0035089016892015934,100,0.0025833207182586193,1.011369228363037,0.0008484965655952692,100,0.0008484965655952692,0.28546804189682007,0.0009287098073400557,100
2020/09/17,04:38:40,0.0015854911180213094,0.6304417848587036,0.0019845659844577312,100,0.0019845659844577312,0.5716187357902527,0.0035089016892015934,100,0.0025833207182586193,1.011369228363037,0.0008484965655952692,100,0.0008484965655952692,0.28546804189682007,0.0009287098073400557,100
2020/09/17,04:38:50,0.0015854911180213094,0.5237183570861816,0.0019845659844577312,100,0.0019845659844577312,0.5716187357902527,0.004080065526068211,100,0.0019999260548502207,1.011369228363037,0.0010615451028570533,100,0.0010615451028570533,0.28546804189682007,0.0006152524729259312,100
2020/09/17,04:39:00,0.0015854911180213094,0.5149574875831604,0.0019845659844577312,100,0.0019845659844577312,0.5716187357902527,0.004080065526068211,100,0.0019999260548502207,1.011369228363037,0.0010615451028570533,100,0.0010615451028570533,0.3151639997959137,0.0006152524729259312,100
2020/09/17,04:39:10,0.0015854911180213094,0.5872063040733337,0.0019845659844577312,100,0.0019845659844577312,0.5823138356208801,0.004080065526068211,100,0.0019999260548502207,1.011369228363037,0.0010615451028570533,100,0.0010615451028570533,0.3151639997959137,0.0006152524729259312,100
2020/09/17,04:39:20,0.0015854911180213094,0.5572827458381653,0.0019845659844577312,100,0.0019845659844577312,1.0184234380722046,0.004080065526068211,100,0.0019999260548502207,1.011369228363037,0.0010615451028570533,100,0.0010615451028570533,0.3151639997959137,0.0006152524729259312,100
2020/09/17,04:39:30,0.0018989484524354339,0.49618417024612427,0.0015220600180327892,100,0.0015220600180327892,1.0184234380722046,0.004080065526068211,100,0.0019999260548502207,2.4232356548309326,0.0010615451028570533,100,0.0010615451028570533,0.3151639997959137,0.0006152524729259312,100
2020/09/17,04:39:40,0.0018989484524354339,0.6249804496765137,0.0015220600180327892,100,0.0015220600180327892,1.1078526973724365,0.004080065526068211,100,0.0019999260548502207,0.9239880442619324,0.0010615451028570533,100,0.0010615451028570533,0.3141399919986725,0.0006152524729259312,100
2020/09/17,04:39:50,0.0018989484524354339,0.732272744178772,0.0015220600180327892,100,0.0015220600180327892,1.1078526973724365,0.004080065526068211,100,0.0019999260548502207,0.9239880442619324,0.0010709317866712809,100,0.0010709317866712809,0.3141399919986725,0.0004787193320225924,100
2020/09/17,04:40:00,0.0018989484524354339,0.4924295246601105,0.0015220600180327892,100,0.0015220600180327892,1.1078526973724365,0.0027215606532990932,100,0.002310254378244281,0.9239880442619324,0.0010709317866712809,100,0.0010709317866712809,0.3141399919986725,0.0004787193320225924,100
2020/09/17,04:40:10,0.0018989484524354339,0.5166641473770142,0.0015220600180327892,100,0.0015220600180327892,1.1078526973724365,0.0027215606532990932,100,0.002310254378244281,0.9239880442619324,0.0010709317866712809,100,0.0010709317866712809,0.3141399919986725,0.0004787193320225924,100
2020/09/17,04:40:20,0.0018989484524354339,1.6481825113296509,0.0015220600180327892,100,0.0015220600180327892,1.1078526973724365,0.0027215606532990932,100,0.002310254378244281,0.9239880442619324,0.0010709317866712809,100,0.0010709317866712809,0.3141399919986725,0.0004787193320225924,100
2020/09/17,04:40:30,0.0018989484524354339,0.8301214575767517,0.001552211120724678,100,0.001552211120724678,1.1078526973724365,0.0027215606532990932,100,0.002310254378244281,0.9239880442619324,0.0010709317866712809,100,0.0010709317866712809,0.3141399919986725,0.0004787193320225924,100
2020/09/17,04:40:40,0.0035657905973494053,0.5232632756233215,0.001552211120724678,100,0.001552211120724678,0.6107582449913025,0.0027215606532990932,100,0.002310254378244281,0.7899580001831055,0.0010709317866712809,100,0.0010709317866712809,0.45226603746414185,0.0004787193320225924,100
2020/09/17,04:40:50,0.0035657905973494053,0.7712984681129456,0.001552211120724678,100,0.001552211120724678,0.6059795618057251,0.0027215606532990932,100,0.002310254378244281,0.7899580001831055,0.0008149321656674147,100,0.0008149321656674147,0.45226603746414185,0.0006806745659559965,100
2020/09/17,04:41:00,0.0035657905973494053,0.6071173548698425,0.001552211120724678,100,0.001552211120724678,0.6252080202102661,0.0021114281844347715,100,0.00219932128675282,0.7899580001831055,0.0008149321656674147,100,0.0008149321656674147,0.45226603746414185,0.0006806745659559965,100
2020/09/17,04:41:10,0.0035657905973494053,0.7129305601119995,0.001552211120724678,100,0.001552211120724678,0.6252080202102661,0.0021114281844347715,100,0.00219932128675282,0.7899580001831055,0.0008149321656674147,100,0.0008149321656674147,0.42564207315444946,0.0006806745659559965,100
2020/09/17,04:41:20,0.0035657905973494053,0.7756220102310181,0.001552211120724678,100,0.001552211120724678,0.6252080202102661,0.0021114281844347715,100,0.00219932128675282,0.8552663326263428,0.0008149321656674147,100,0.0008149321656674147,0.42564207315444946,0.0006806745659559965,100
2020/09/17,04:41:30,0.0035657905973494053,0.6336275339126587,0.002643338404595852,100,0.002643338404595852,0.6252080202102661,0.0021114281844347715,100,0.00219932128675282,1.0931752920150757,0.0008149321656674147,100,0.0008149321656674147,0.42564207315444946,0.0006806745659559965,100
2020/09/17,04:41:40,0.0027238361071795225,0.5217841267585754,0.002643338404595852,100,0.002643338404595852,0.6252080202102661,0.0021114281844347715,100,0.00219932128675282,1.153591275215149,0.0008149321656674147,100,0.0008149321656674147,0.42564207315444946,0.0006806745659559965,100
2020/09/17,04:41:50,0.0027238361071795225,0.5399885773658752,0.002643338404595852,100,0.002643338404595852,0.6252080202102661,0.0021114281844347715,100,0.00219932128675282,1.153591275215149,0.0013235181104391813,100,0.0013235181104391813,0.42564207315444946,0.0005663280608132482,100
2020/09/17,04:42:00,0.0027238361071795225,0.6519457101821899,0.002643338404595852,100,0.002643338404595852,0.5949431657791138,0.0032250264193862677,100,0.002548618707805872,1.153591275215149,0.0013235181104391813,100,0.0013235181104391813,0.42564207315444946,0.0005663280608132482,100
2020/09/17,04:42:10,0.0027238361071795225,0.5861822962760925,0.002643338404595852,100,0.002643338404595852,0.5949431657791138,0.0032250264193862677,100,0.002548618707805872,1.153591275215149,0.0013235181104391813,100,0.0013235181104391813,0.290019154548645,0.0005663280608132482,100
2020/09/17,04:42:20,0.0027238361071795225,0.6039316058158875,0.002643338404595852,100,0.002643338404595852,0.5949431657791138,0.0032250264193862677,100,0.002548618707805872,1.153591275215149,0.0013235181104391813,100,0.0013235181104391813,0.290019154548645,0.0005663280608132482,100
2020/09/17,04:42:30,0.0027238361071795225,0.5878889560699463,0.002643338404595852,100,0.002643338404595852,0.572187602519989,0.0032250264193862677,100,0.002548618707805872,1.153591275215149,0.0013235181104391813,100,0.0013235181104391813,0.290019154548645,0.0005663280608132482,100
2020/09/17,04:42:40,0.001434166799299419,0.5460187792778015,0.001550220069475472,100,0.001550220069475472,0.572187602519989,0.0032250264193862677,100,0.002548618707805872,0.8889445066452026,0.0013235181104391813,100,0.0013235181104391813,0.30879244208335876,0.0005663280608132482,100
2020/09/17,04:42:50,0.001434166799299419,0.8725605607032776,0.001550220069475472,100,0.001550220069475472,0.572187602519989,0.0032250264193862677,100,0.002548618707805872,0.8320556879043579,0.0013235181104391813,100,0.0013235181104391813,0.30879244208335876,0.0005663280608132482,100
2020/09/17,04:43:00,0.001434166799299419,0.8725605607032776,0.001550220069475472,100,0.001550220069475472,0.572187602519989,0.0032250264193862677,100,0.002548618707805872,0.8320556879043579,0.0010567095596343279,100,0.0010567095596343279,0.28580936789512634,0.0005205326015129685,100
2020/09/17,04:43:10,0.001434166799299419,0.7337518334388733,0.001550220069475472,100,0.001550220069475472,0.5469290018081665,0.002290343400090933,100,0.0025799074210226536,0.8320556879043579,0.0010567095596343279,100,0.0010567095596343279,0.28580936789512634,0.0005205326015129685,100
2020/09/17,04:43:20,0.001434166799299419,0.5861822962760925,0.001550220069475472,100,0.001550220069475472,0.5469290018081665,0.002290343400090933,100,0.0025799074210226536,0.8320556879043579,0.0010567095596343279,100,0.0010567095596343279,0.28580936789512634,0.0005205326015129685,100
2020/09/17,04:43:30,0.001434166799299419,0.5073344111442566,0.001550220069475472,100,0.001550220069475472,0.5469290018081665,0.002290343400090933,100,0.0025799074210226536,0.8320556879043579,0.0010567095596343279,100,0.0010567095596343279,0.28580936789512634,0.0005205326015129685,100
2020/09/17,04:43:40,0.001434166799299419,0.5375992059707642,0.0014478202210739255,100,0.0014478202210739255,0.5585343241691589,0.002290343400090933,100,0.0025799074210226536,0.7518424987792969,0.0010567095596343279,100,0.0010567095596343279,0.28580936789512634,0.0005205326015129685,100
2020/09/17,04:43:50,0.0029087248258292675,0.5096099376678467,0.0014478202210739255,100,0.0014478202210739255,0.5585343241691589,0.002290343400090933,100,0.0025799074210226536,0.9545941948890686,0.0010567095596343279,100,0.0010567095596343279,0.28580936789512634,0.0005205326015129685,100
2020/09/17,04:44:00,0.0029087248258292675,0.5902782678604126,0.0014478202210739255,100,0.0014478202210739255,0.8342174887657166,0.002290343400090933,100,0.0025799074210226536,0.9545941948890686,0.0010231451597064734,100,0.0010231451597064734,0.28580936789512634,0.0005526747554540634,100
2020/09/17,04:44:10,0.0029087248258292675,0.5983564853668213,0.0014478202210739255,100,0.0014478202210739255,0.5639956593513489,0.0027141650207340717,100,0.0020064683631062508,0.7873411178588867,0.0010231451597064734,100,0.0010231451597064734,0.3918501138687134,0.0005526747554540634,100
2020/09/17,04:44:20,0.0029087248258292675,0.9262635707855225,0.0014478202210739255,100,0.0014478202210739255,0.5639956593513489,0.0027141650207340717,100,0.0020064683631062508,1.1625796556472778,0.0010231451597064734,100,0.0010231451597064734,0.3918501138687134,0.0005526747554540634,100
2020/09/17,04:44:30,0.0029087248258292675,0.7661784887313843,0.0014478202210739255,100,0.0014478202210739255,0.5639956593513489,0.0027141650207340717,100,0.0020064683631062508,1.1625796556472778,0.0010231451597064734,100,0.0010231451597064734,0.3918501138687134,0.0005526747554540634,100
2020/09/17,04:44:40,0.0029087248258292675,0.5289521217346191,0.002221223432570696,100,0.002221223432570696,0.5779902935028076,0.0027141650207340717,100,0.0020064683631062508,1.1625796556472778,0.0010231451597064734,100,0.0010231451597064734,0.3918501138687134,0.0005526747554540634,100
2020/09/17,04:44:50,0.0022516590543091297,0.6604790687561035,0.002221223432570696,100,0.002221223432570696,0.8028148412704468,0.0027141650207340717,100,0.0020064683631062508,1.0452749729156494,0.0010231451597064734,100,0.0010231451597064734,0.3918501138687134,0.0005526747554540634,100
2020/09/17,04:45:00,0.0022516590543091297,0.6063209176063538,0.002221223432570696,100,0.002221223432570696,0.8028148412704468,0.0027141650207340717,100,0.0020064683631062508,1.0452749729156494,0.0027741827070713043,100,0.0027741827070713043,0.3918501138687134,0.000402772770030424,100
2020/09/17,04:45:10,0.0022516590543091297,0.4929984211921692,0.002221223432570696,100,0.002221223432570696,0.8028148412704468,0.0027141650207340717,100,0.0027113205287605524,1.020926594734192,0.0027741827070713043,100,0.0027741827070713043,0.3918501138687134,0.000402772770030424,100
2020/09/17,04:45:20,0.0022516590543091297,0.9694990515708923,0.002221223432570696,100,0.002221223432570696,0.8028148412704468,0.0036104482132941484,100,0.0027113205287605524,0.8211330771446228,0.0027741827070713043,100,0.0027741827070713043,0.414946973323822,0.000402772770030424,100
2020/09/17,04:45:30,0.0022516590543091297,3.068809747695923,0.002221223432570696,100,0.002221223432570696,0.8028148412704468,0.0036104482132941484,100,0.0027113205287605524,0.8211330771446228,0.0027741827070713043,100,0.0027741827070713043,1.633618950843811,0.000402772770030424,100
2020/09/17,04:45:40,0.0022516590543091297,0.7611722350120544,0.0018958195578306913,100,0.0018958195578306913,0.8028148412704468,0.0036104482132941484,100,0.0027113205287605524,0.8211330771446228,0.0027741827070713043,100,0.0027741827070713043,0.479686439037323,0.000402772770030424,100
2020/09/17,04:45:50,0.0017624152824282646,0.8248876929283142,0.0018958195578306913,100,0.0018958195578306913,0.8028148412704468,0.0036104482132941484,100,0.0027113205287605524,0.7981500029563904,0.0027741827070713043,100,0.0027741827070713043,0.479686439037323,0.000402772770030424,100
2020/09/17,04:46:00,0.0017624152824282646,0.6205431222915649,0.0018958195578306913,100,0.0018958195578306913,0.7332967519760132,0.0036104482132941484,100,0.0027113205287605524,0.9205746650695801,0.0008354121237061918,100,0.0027741827070713043,0.479686439037323,0.00043747492600232363,100
2020/09/17,04:46:10,0.0017624152824282646,0.5149574875831604,0.0018958195578306913,100,0.0018958195578306913,0.7332967519760132,0.0036104482132941484,100,0.0027113205287605524,0.870398759841919,0.0008354121237061918,100,0.0008354121237061918,0.479686439037323,0.00043747492600232363,100
