2020/11/21,05:06:00,0.0026564274448901415,1.224590539932251,0.0026382228825241327,100,0.0026382228825241327,0.6777744293212891,0.0018688004929572344,100,0.002317085163667798,1.5795773267745972,0.0017308449605479836,100,0.0017308449605479836,0.4876517057418823,0.000617813493590802,100
2020/11/21,05:06:10,0.0026564274448901415,0.7599219679832458,0.0026382228825241327,100,0.0026382228825241327,1.156437635421753,0.0018688004929572344,100,0.002317085163667798,0.8884909152984619,0.0020297961309552193,100,0.0020297961309552193,0.4023183286190033,0.0004747378989122808,100
2020/11/21,05:06:20,0.0026564274448901415,1.07599675655365,0.0030008896719664335,100,0.0030008896719664335,1.156437635421753,0.0018688004929572344,100,0.002317085163667798,1.0689425468444824,0.0020297961309552193,100,0.0020297961309552193,0.4023183286190033,0.0004747378989122808,100
2020/11/21,05:06:30,0.0026564274448901415,0.451584130525589,0.0030008896719664335,100,0.0030008896719664335,1.257927417755127,0.0018688004929572344,100,0.002317085163667798,1.2186741828918457,0.0020297961309552193,100,0.0020297961309552193,0.4023183286190033,0.0004747378989122808,100
2020/11/21,05:06:40,0.002057671779766679,0.5130241513252258,0.0030008896719664335,100,0.0030008896719664335,1.257927417755127,0.0018688004929572344,100,0.002317085163667798,1.2186741828918457,0.0020297961309552193,100,0.0020297961309552193,0.3621547818183899,0.0004747378989122808,100
2020/11/21,05:06:50,0.002057671779766679,0.6652588844299316,0.0030008896719664335,100,0.0030008896719664335,1.257927417755127,0.0023478050716221333,100,0.001817031647078693,2.12377667427063,0.0020297961309552193,100,0.0020297961309552193,0.3621547818183899,0.0004747378989122808,100
2020/11/21,05:07:00,0.002057671779766679,1.3172056674957275,0.0030008896719664335,100,0.0030008896719664335,1.257927417755127,0.0023478050716221333,100,0.001817031647078693,1.741483211517334,0.0020297961309552193,100,0.0020297961309552193,0.32517698407173157,0.0004747378989122808,100
2020/11/21,05:07:10,0.002057671779766679,1.1421016454696655,0.0030008896719664335,100,0.0030008896719664335,1.257927417755127,0.0023478050716221333,100,0.001817031647078693,0.760490894317627,0.001794844982214272,100,0.001794844982214272,0.32517698407173157,0.0010732092196121812,100
2020/11/21,05:07:20,0.002057671779766679,1.0560855865478516,0.0029641964938491583,100,0.0029641964938491583,1.257927417755127,0.0023478050716221333,100,0.001817031647078693,1.1415327787399292,0.001794844982214272,100,0.001794844982214272,0.32517698407173157,0.0010732092196121812,100
2020/11/21,05:07:30,0.002057671779766679,1.1872714757919312,0.0029641964938491583,100,0.0029641964938491583,0.7113388776779175,0.0023478050716221333,100,0.001817031647078693,1.1415327787399292,0.001794844982214272,100,0.001794844982214272,0.32517698407173157,0.0010732092196121812,100
2020/11/21,05:07:40,0.002057671779766679,0.6106455326080322,0.0029641964938491583,100,0.0029641964938491583,0.6607077717781067,0.0023478050716221333,100,0.001817031647078693,0.7304535508155823,0.001794844982214272,100,0.001794844982214272,0.6415930986404419,0.0010732092196121812,100
2020/11/21,05:07:50,0.0015587559901177883,1.1054651737213135,0.0029641964938491583,100,0.0029641964938491583,1.7348840236663818,0.004014649894088507,100,0.003734472207725048,1.068373680114746,0.001794844982214272,100,0.001794844982214272,0.6415930986404419,0.0010732092196121812,100
2020/11/21,05:08:00,0.0015587559901177883,0.6052979230880737,0.0029641964938491583,100,0.0029641964938491583,1.1334545612335205,0.004014649894088507,100,0.003734472207725048,1.0561994314193726,0.001794844982214272,100,0.001794844982214272,0.6415930986404419,0.0010732092196121812,100
2020/11/21,05:08:10,0.0015587559901177883,0.7116801738739014,0.0029641964938491583,100,0.0029641964938491583,1.170546054840088,0.004014649894088507,100,0.003734472207725048,1.818624496459961,0.001354240346699953,100,0.001354240346699953,0.6732233166694641,0.0010732092196121812,100
2020/11/21,05:08:20,0.0015587559901177883,0.6826668381690979,0.0023426851257681847,100,0.0023426851257681847,1.170546054840088,0.004014649894088507,100,0.003734472207725048,2.192157030105591,0.001354240346699953,100,0.001354240346699953,0.6732233166694641,0.0006912001990713179,100
2020/11/21,05:08:30,0.0015587559901177883,0.9584642648696899,0.0023426851257681847,100,0.0023426851257681847,1.0528998374938965,0.004014649894088507,100,0.003734472207725048,1.2161710262298584,0.001354240346699953,100,0.001354240346699953,0.5152996778488159,0.0006912001990713179,100
2020/11/21,05:08:40,0.0015587559901177883,0.714752197265625,0.0023426851257681847,100,0.0023426851257681847,1.4150546789169312,0.004014649894088507,100,0.003734472207725048,1.2161710262298584,0.001354240346699953,100,0.001354240346699953,0.5152996778488159,0.0006912001990713179,100
2020/11/21,05:08:50,0.0024092451203614473,0.5624037384986877,0.0023426851257681847,100,0.0023426851257681847,0.572074830532074,0.004014649894088507,100,0.003734472207725048,1.5438511371612549,0.001354240346699953,100,0.001354240346699953,0.5152996778488159,0.0006912001990713179,100
2020/11/21,05:09:00,0.0024092451203614473,1.366471529006958,0.0023426851257681847,100,0.0023426851257681847,0.572074830532074,0.0018380804685875773,100,0.002875449601560831,1.5943684577941895,0.001354240346699953,100,0.001354240346699953,0.5823148488998413,0.0006912001990713179,100
2020/11/21,05:09:10,0.0024092451203614473,0.8126011490821838,0.0023426851257681847,100,0.0023426851257681847,1.6076804399490356,0.0018380804685875773,100,0.002875449601560831,1.5943684577941895,0.0010413513518869877,100,0.0010413513518869877,0.6178135275840759,0.0006912001990713179,100
2020/11/21,05:09:20,0.0024092451203614473,1.347129225730896,0.0023426851257681847,100,0.0023426851257681847,1.5889071226119995,0.0018380804685875773,100,0.002875449601560831,1.4848004579544067,0.0010413513518869877,100,0.0010413513518869877,0.286037415266037,0.0005907912855036557,100
2020/11/21,05:09:30,0.0024092451203614473,0.8840535879135132,0.0023287474177777767,100,0.0023287474177777767,1.4218813180923462,0.0018380804685875773,100,0.002875449601560831,1.1091060638427734,0.0010413513518869877,100,0.0010413513518869877,0.5066525936126709,0.0005907912855036557,100
2020/11/21,05:09:40,0.0024092451203614473,1.0871469974517822,0.0023287474177777767,100,0.0023287474177777767,1.4218813180923462,0.0018380804685875773,100,0.002875449601560831,1.1091060638427734,0.0010413513518869877,100,0.0010413513518869877,0.5066525936126709,0.0005907912855036557,100
2020/11/21,05:09:50,0.0032878941856324673,0.9032820463180542,0.0023287474177777767,100,0.0023287474177777767,0.9436731338500977,0.0018380804685875773,100,0.002875449601560831,1.2897852659225464,0.0010413513518869877,100,0.0010413513518869877,0.5066525936126709,0.0005907912855036557,100
2020/11/21,05:10:00,0.0032878941856324673,0.7104286551475525,0.0023287474177777767,100,0.0023287474177777767,0.5411272644996643,0.003028765320777893,100,0.003864747704938054,0.970410943031311,0.0010413513518869877,100,0.0010413513518869877,0.5066525936126709,0.0005907912855036557,100
2020/11/21,05:10:10,0.0032878941856324673,2.0731453895568848,0.0023287474177777767,100,0.0023287474177777767,0.5411272644996643,0.003028765320777893,100,0.003864747704938054,5.476012229919434,0.0010413513518869877,100,0.0010413513518869877,0.5066525936126709,0.0005907912855036557,100
2020/11/21,05:10:20,0.0032878941856324673,2.0731453895568848,0.0023287474177777767,100,0.0023287474177777767,1.1672465801239014,0.003028765320777893,100,0.003864747704938054,1.2848927974700928,0.0011039292439818382,100,0.0011039292439818382,0.5066525936126709,0.000781084643676877,100
2020/11/21,05:10:30,0.0032878941856324673,1.2157158851623535,0.0013346136547625065,100,0.0013346136547625065,1.033557653427124,0.003028765320777893,100,0.003864747704938054,1.2848927974700928,0.0011039292439818382,100,0.0011039292439818382,1.1167292594909668,0.000781084643676877,100
2020/11/21,05:10:40,0.0032878941856324673,0.95664381980896,0.0013346136547625065,100,0.0013346136547625065,1.033557653427124,0.003028765320777893,100,0.003864747704938054,1.2848927974700928,0.0011039292439818382,100,0.0011039292439818382,1.1167292594909668,0.000781084643676877,100
2020/11/21,05:10:50,0.0032878941856324673,0.8890597820281982,0.0013346136547625065,100,0.0013346136547625065,1.2250456809997559,0.003028765320777893,100,0.003864747704938054,0.8656215667724609,0.0011039292439818382,100,0.0011039292439818382,1.1167292594909668,0.000781084643676877,100
2020/11/21,05:11:00,0.0017976893577724695,0.9540269374847412,0.0013346136547625065,100,0.0013346136547625065,1.2250456809997559,0.0036846944130957127,100,0.003700054483488202,1.3912750482559204,0.0011039292439818382,100,0.0011039292439818382,0.5654757022857666,0.000781084643676877,100
2020/11/21,05:11:10,0.0017976893577724695,0.4688783586025238,0.0013346136547625065,100,0.0013346136547625065,1.042659878730774,0.0036846944130957127,100,0.003700054483488202,1.3912750482559204,0.0011039292439818382,100,0.0011039292439818382,0.5654757022857666,0.000781084643676877,100
2020/11/21,05:11:20,0.0017976893577724695,0.5332766175270081,0.0013346136547625065,100,0.0013346136547625065,1.042659878730774,0.0036846944130957127,100,0.003700054483488202,1.3912750482559204,0.0009679647046141326,100,0.0009679647046141326,0.5654757022857666,0.000781084643676877,100
2020/11/21,05:11:30,0.0017976893577724695,0.9564162492752075,0.002743751974776387,100,0.002743751974776387,0.7172552943229675,0.0036846944130957127,100,0.003700054483488202,1.8245409727096558,0.0009679647046141326,100,0.0009679647046141326,0.48674148321151733,0.0012307914439588785,100
2020/11/21,05:11:40,0.0017976893577724695,0.573895275592804,0.002743751974776387,100,0.002743751974776387,0.7519575357437134,0.0036846944130957127,100,0.003700054483488202,1.18988835811615,0.0009679647046141326,100,0.0009679647046141326,0.48674148321151733,0.0012307914439588785,100
2020/11/21,05:11:50,0.0017976893577724695,0.7384179830551147,0.002743751974776387,100,0.002743751974776387,0.9387807250022888,0.0036846944130957127,100,0.003700054483488202,1.18988835811615,0.0009679647046141326,100,0.0009679647046141326,0.283306747674942,0.0012307914439588785,100
2020/11/21,05:12:00,0.0022673073690384626,0.8841673731803894,0.002743751974776387,100,0.002743751974776387,0.9791718125343323,0.0036846944130957127,100,0.003700054483488202,1.9355881214141846,0.0009679647046141326,100,0.0009679647046141326,0.25429341197013855,0.0012307914439588785,100
2020/11/21,05:12:10,0.0022673073690384626,1.2705568075180054,0.002743751974776387,100,0.002743751974776387,0.9421940445899963,0.003593672066926956,100,0.0037367476616054773,1.7933658361434937,0.0009679647046141326,100,0.0009679647046141326,0.3970845639705658,0.0012307914439588785,100
2020/11/21,05:12:20,0.0022673073690384626,0.9412838220596313,0.002743751974776387,100,0.002743751974776387,1.3425781726837158,0.003593672066926956,100,0.0037367476616054773,0.7032606601715088,0.00085646245861426,100,0.00085646245861426,0.3970845639705658,0.0012307914439588785,100
2020/11/21,05:12:30,0.0022673073690384626,1.123100757598877,0.002743751974776387,100,0.002743751974776387,1.3425781726837158,0.003593672066926956,100,0.0037367476616054773,1.7565017938613892,0.00085646245861426,100,0.00085646245861426,0.3970845639705658,0.0006328890449367464,100
2020/11/21,05:12:40,0.0022673073690384626,1.2701016664505005,0.0020121606066823006,100,0.0020121606066823006,1.3425781726837158,0.003593672066926956,100,0.0037367476616054773,0.7261300086975098,0.00085646245861426,100,0.00085646245861426,0.3970845639705658,0.0006328890449367464,100
2020/11/21,05:12:50,0.0022673073690384626,0.5911895036697388,0.0020121606066823006,100,0.0020121606066823006,1.1731630563735962,0.003593672066926956,100,0.0037367476616054773,1.7864253520965576,0.00085646245861426,100,0.00085646245861426,0.3970845639705658,0.0006328890449367464,100
2020/11/21,05:13:00,0.004243343602865934,1.1860198974609375,0.0020121606066823006,100,0.0020121606066823006,1.1731630563735962,0.003593672066926956,100,0.0037367476616054773,1.7864253520965576,0.00085646245861426,100,0.00085646245861426,0.8709691166877747,0.0006328890449367464,100
2020/11/21,05:13:10,0.004243343602865934,1.0402705669403076,0.0020121606066823006,100,0.0020121606066823006,1.1731630563735962,0.002178276190534234,100,0.00436707679182291,1.746830701828003,0.00085646245861426,100,0.00085646245861426,0.8709691166877747,0.0006328890449367464,100
2020/11/21,05:13:20,0.004243343602865934,1.06871497631073,0.0020121606066823006,100,0.0020121606066823006,0.8270509243011475,0.002178276190534234,100,0.00436707679182291,1.746830701828003,0.00085646245861426,100,0.00085646245861426,0.8709691166877747,0.0006328890449367464,100
2020/11/21,05:13:30,0.004243343602865934,0.733980655670166,0.0020121606066823006,100,0.0020121606066823006,1.230165719985962,0.002178276190534234,100,0.00436707679182291,1.3075345754623413,0.0021398761309683323,100,0.0021398761309683323,0.8709691166877747,0.0010086402762681246,100
2020/11/21,05:13:40,0.004243343602865934,0.9780340790748596,0.002349511720240116,100,0.002349511720240116,1.230165719985962,0.002178276190534234,100,0.00436707679182291,1.3075345754623413,0.0021398761309683323,100,0.0021398761309683323,0.8709691166877747,0.0010086402762681246,100
2020/11/21,05:13:50,0.004243343602865934,1.0852127075195312,0.002349511720240116,100,0.002349511720240116,1.230165719985962,0.002178276190534234,100,0.00436707679182291,1.3075345754623413,0.0021398761309683323,100,0.0021398761309683323,0.6049566268920898,0.0010086402762681246,100
2020/11/21,05:14:00,0.004243343602865934,1.988267183303833,0.002349511720240116,100,0.002349511720240116,0.5753743648529053,0.002178276190534234,100,0.00436707679182291,1.9231863021850586,0.0021398761309683323,100,0.0021398761309683323,0.5451095104217529,0.0010086402762681246,100
2020/11/21,05:14:10,0.0016344182658940554,0.9775789380073547,0.002349511720240116,100,0.002349511720240116,1.1241247653961182,0.002178276190534234,100,0.00436707679182291,2.058581829071045,0.0021398761309683323,100,0.0021398761309683323,0.5451095104217529,0.0010086402762681246,100
2020/11/21,05:14:20,0.0016344182658940554,0.7706171274185181,0.002349511720240116,100,0.002349511720240116,0.9404873847961426,0.004332090262323618,100,0.003660232061520219,1.889963150024414,0.0021398761309683323,100,0.0021398761309683323,0.8360393643379211,0.0010086402762681246,100
2020/11/21,05:14:30,0.0016344182658940554,1.451918601989746,0.002349511720240116,100,0.002349511720240116,0.7725513577461243,0.004332090262323618,100,0.003660232061520219,0.8389975428581238,0.0011229870142415166,100,0.0011229870142415166,0.8360393643379211,0.0010086402762681246,100
2020/11/21,05:14:40,0.0016344182658940554,0.5163236856460571,0.0015604626387357712,100,0.0015604626387357712,1.1537070274353027,0.004332090262323618,100,0.003660232061520219,0.8491237759590149,0.0011229870142415166,100,0.0011229870142415166,0.45385968685150146,0.00034560009953565896,100
2020/11/21,05:14:50,0.0016344182658940554,0.6280534863471985,0.0015604626387357712,100,0.0015604626387357712,1.1537070274353027,0.004332090262323618,100,0.003660232061520219,0.8491237759590149,0.0011229870142415166,100,0.0011229870142415166,0.45385968685150146,0.00034560009953565896,100
2020/11/21,05:15:00,0.0016344182658940554,0.7765335440635681,0.0015604626387357712,100,0.0015604626387357712,1.1537070274353027,0.004332090262323618,100,0.003660232061520219,1.5350902080535889,0.0011229870142415166,100,0.0011229870142415166,0.45385968685150146,0.00034560009953565896,100
2020/11/21,05:15:10,0.0028521253261715174,0.9129531383514404,0.0015604626387357712,100,0.0015604626387357712,1.0620020627975464,0.004332090262323618,100,0.003660232061520219,0.9033958315849304,0.0011229870142415166,100,0.0011229870142415166,0.45385968685150146,0.00034560009953565896,100
2020/11/21,05:15:20,0.0028521253261715174,1.1381194591522217,0.0015604626387357712,100,0.0015604626387357712,1.0620020627975464,0.0038163922727108,100,0.010410101152956486,1.5265568494796753,0.0011229870142415166,100,0.0011229870142415166,0.45385968685150146,0.00034560009953565896,100
2020/11/21,05:15:30,0.0028521253261715174,0.7228304147720337,0.0015604626387357712,100,0.0015604626387357712,1.0620020627975464,0.0038163922727108,100,0.010410101152956486,1.5265568494796753,0.001839787233620882,100,0.001839787233620882,0.45385968685150146,0.00034560009953565896,100
2020/11/21,05:15:40,0.0028521253261715174,2.286365032196045,0.0015604626387357712,100,0.0015604626387357712,1.0620020627975464,0.0038163922727108,100,0.010410101152956486,1.5265568494796753,0.001839787233620882,100,0.001839787233620882,0.5447681546211243,0.0015667204279452562,100
2020/11/21,05:15:50,0.0028521253261715174,1.0308269262313843,0.001747627160511911,100,0.001747627160511911,0.985429584980011,0.0038163922727108,100,0.010410101152956486,1.5766191482543945,0.001839787233620882,100,0.001839787233620882,0.5447681546211243,0.0015667204279452562,100
2020/11/21,05:16:00,0.0028521253261715174,1.0308269262313843,0.001747627160511911,100,0.001747627160511911,2.455780267715454,0.0038163922727108,100,0.010410101152956486,1.5766191482543945,0.001839787233620882,100,0.001839787233620882,0.5447681546211243,0.0015667204279452562,100
2020/11/21,05:16:10,0.0011719114845618606,0.9119291305541992,0.001747627160511911,100,0.001747627160511911,1.1240110397338867,0.0038163922727108,100,0.010410101152956486,1.5766191482543945,0.001839787233620882,100,0.001839787233620882,0.5447681546211243,0.0015667204279452562,100
2020/11/21,05:16:20,0.0011719114845618606,0.875747799873352,0.001747627160511911,100,0.001747627160511911,1.1240110397338867,0.014792537316679955,100,0.0035825788509100676,1.5965301990509033,0.001839787233620882,100,0.001839787233620882,0.4392961263656616,0.0015667204279452562,100
