Trend,2020112164.csv,2020/11/22,14:02:46
,TagNo,Description,Unit,Dp
1025,C50_HC_PC_ET,C50 HC800 PREVIOUS CYCLE ELAPSE,,
1026,C50_HC_PROC_UT,C50 HC800 PROCESSOR UTILISATION,,
1027,C60_HC_CC_ET,C60 HC800 CURRENT CYCLE ELAPSE TIME,,
1028,C60_HC_FREETIME,C60 HC800 FREETIME,,
1029,C60_HC_PC_ET,C60 HC800 PREVIOUS CYCLE ELAPSE TIME,,
1030,C60_HC_PROC_UT,C60 HC800 PROCESSOR UTILISATION,,
1031,C70_HC_CC_ET,C70 HC800 CURRENT CYCLE ELAPSE TIME,,
1032,C70_HC_FREETIME,C70 HC800 FREETIME,,
1033,C70_HC_PC_ET,C70 HC800 PREVIOUS CYCLE ELAPSE TIME,,
1034,C70_HC_PROC_UT,C70 HC800 PROCESSOR UTILISATION,,
1035,C80_HC_CC_ET,C80 HC800 CURRENT CYCLE ELAPSE T,,
1036,C80_HC_FREETIME,C80 HC800 FREETIME,,
1037,C80_HC_PC_ET,C80 HC800 PREVIOUS CYCLE ELAPSE,,
1038,C80_HC_PROC_UT,C80 HC800 PROCESSOR UTILISATION,,
1039,C90_HC_CC_ET,C90 HC800 CURRENT CYCLE ELAPSE TIME,,
1040,C90_HC_FREETIME,C90 HC800 FREETIME,,

Date,Time,1025,1026,1027,1028,1029,1030,1031,1032,1033,1034,1035,1036,1037,1038,1039,1040
2020/11/21,05:49:20,0.0009619913762435317,0.4697885811328888,0.003628374310210347,100,0.003171556396409869,1.5006155967712402,0.0020056182984262705,100,0.0020056182984262705,0.9393495917320251,0.0021057429257780313,100,0.0013312003575265408,0.7900730967521667,0.002178560709580779,100
2020/11/21,05:49:30,0.0009619913762435317,0.4697885811328888,0.003628374310210347,100,0.003171556396409869,1.338595986366272,0.0020056182984262705,100,0.0020056182984262705,0.9393495917320251,0.0021057429257780313,100,0.0013312003575265408,0.7900730967521667,0.002178560709580779,100
2020/11/21,05:49:40,0.0009619913762435317,0.1597440391778946,0.003628374310210347,100,0.003171556396409869,1.1881816387176514,0.0020056182984262705,100,0.0020056182984262705,0.8682384490966797,0.0021057429257780313,100,0.0013312003575265408,0.5067663788795471,0.002178560709580779,100
2020/11/21,05:49:50,0.0009619913762435317,0.1597440391778946,0.003628374310210347,100,0.003171556396409869,2.04083251953125,0.0020056182984262705,100,0.0020056182984262705,0.7036019563674927,0.0021057429257780313,100,0.0013312003575265408,0.5067663788795471,0.002178560709580779,100
2020/11/21,05:50:00,0.0009619913762435317,0.14745603501796722,0.003628374310210347,100,0.003171556396409869,1.1940981149673462,0.0020056182984262705,100,0.0020056182984262705,0.7003024220466614,0.0021057429257780313,100,0.0013312003575265408,0.3225601017475128,0.002178560709580779,100
2020/11/21,05:50:10,0.0009619913762435317,0.23278939723968506,0.0035046408884227276,100,0.0031997165642678738,0.6171308159828186,0.0020056182984262705,100,0.0020056182984262705,0.7789229154586792,0.0021057429257780313,100,0.0013312003575265408,0.3225601017475128,0.002598685212433338,100
2020/11/21,05:50:20,0.0017319826874881983,0.23278939723968506,0.0035046408884227276,100,0.0031997165642678738,1.1525691747665405,0.0031661519315093756,100,0.0031661519315093756,0.39981523156166077,0.0021057429257780313,100,0.0013312003575265408,0.3760356605052948,0.002598685212433338,100
2020/11/21,05:50:30,0.0017319826874881983,0.23278939723968506,0.0035046408884227276,100,0.0031997165642678738,1.683342695236206,0.0031661519315093756,100,0.0031661519315093756,0.3697778880596161,0.001962382812052965,100,0.001431893790140748,0.3415609896183014,0.002598685212433338,100
2020/11/21,05:50:40,0.0017319826874881983,0.23278939723968506,0.0035046408884227276,100,0.0031997165642678738,1.683342695236206,0.0031661519315093756,100,0.0031661519315093756,0.3775147795677185,0.001962382812052965,100,0.001431893790140748,0.49117881059646606,0.002598685212433338,100
2020/11/21,05:50:50,0.0017319826874881983,0.22402851283550262,0.0035046408884227276,100,0.0031997165642678738,0.7221477627754211,0.0031661519315093756,100,0.0031661519315093756,0.6409103870391846,0.001962382812052965,100,0.001431893790140748,0.28910940885543823,0.002598685212433338,100
2020/11/21,05:51:00,0.0017319826874881983,0.22402851283550262,0.0035046408884227276,100,0.0031997165642678738,0.868921160697937,0.0031661519315093756,100,0.0031661519315093756,0.8622082471847534,0.001962382812052965,100,0.001431893790140748,0.28910940885543823,0.002598685212433338,100
2020/11/21,05:51:10,0.0017319826874881983,0.2230045050382614,0.002761387499049306,100,0.002653298433870077,1.08054780960083,0.0031661519315093756,100,0.0031661519315093756,0.3412196636199951,0.001962382812052965,100,0.001431893790140748,0.2975289821624756,0.0012606581440195441,100
2020/11/21,05:51:20,0.0018463294254615903,0.2230045050382614,0.002761387499049306,100,0.002653298433870077,2.5291669368743896,0.002722987439483404,100,0.002722987439483404,0.8833709359169006,0.001962382812052965,100,0.001431893790140748,0.2975289821624756,0.0012606581440195441,100
2020/11/21,05:51:30,0.0018463294254615903,0.2230045050382614,0.002761387499049306,100,0.002653298433870077,1.51335871219635,0.002722987439483404,100,0.002722987439483404,0.8833709359169006,0.0013664715224877,100,0.0027684986125677824,0.3300694227218628,0.0012606581440195441,100
2020/11/21,05:51:40,0.0018463294254615903,0.2230045050382614,0.002761387499049306,100,0.002653298433870077,0.5828837156295776,0.002722987439483404,100,0.002722987439483404,0.8833709359169006,0.0013664715224877,100,0.0027684986125677824,0.3300694227218628,0.0012606581440195441,100
2020/11/21,05:51:50,0.0018463294254615903,0.2230045050382614,0.002761387499049306,100,0.002653298433870077,1.2200394868850708,0.002722987439483404,100,0.002722987439483404,0.8833709359169006,0.0013664715224877,100,0.0027684986125677824,0.3300694227218628,0.0012606581440195441,100
2020/11/21,05:52:00,0.0018463294254615903,0.2230045050382614,0.002761387499049306,100,0.002653298433870077,1.366471529006958,0.002722987439483404,100,0.002722987439483404,0.8833709359169006,0.0013664715224877,100,0.0027684986125677824,0.40118056535720825,0.0012606581440195441,100
2020/11/21,05:52:10,0.0018463294254615903,0.41551655530929565,0.002761387499049306,100,0.002653298433870077,2.3278939723968506,0.002722987439483404,100,0.002722987439483404,0.8807540535926819,0.0013664715224877,100,0.0027684986125677824,0.5906206369400024,0.001052160281687975,100
2020/11/21,05:52:20,0.0018463294254615903,0.41551655530929565,0.001442133798263967,100,0.0025588630232959986,1.0831648111343384,0.002722987439483404,100,0.002722987439483404,0.8807540535926819,0.0013664715224877,100,0.0027684986125677824,0.5906206369400024,0.001052160281687975,100
2020/11/21,05:52:30,0.0009639824857003987,0.25611385703086853,0.001442133798263967,100,0.0025588630232959986,1.4199470281600952,0.0023261872120201588,100,0.0023261872120201588,0.8807540535926819,0.0011227024951949716,100,0.0019202849362045527,0.5906206369400024,0.001052160281687975,100
2020/11/21,05:52:40,0.0009639824857003987,0.25611385703086853,0.001442133798263967,100,0.0025588630232959986,1.082937240600586,0.0023261872120201588,100,0.0023261872120201588,0.8807540535926819,0.0011227024951949716,100,0.0019202849362045527,0.5906206369400024,0.001052160281687975,100
2020/11/21,05:52:50,0.0009639824857003987,0.25611385703086853,0.001442133798263967,100,0.0025588630232959986,1.0782723426818848,0.0023261872120201588,100,0.0023261872120201588,0.8807540535926819,0.0011227024951949716,100,0.0019202849362045527,0.5906206369400024,0.001052160281687975,100
2020/11/21,05:53:00,0.0009639824857003987,0.25611385703086853,0.001442133798263967,100,0.0025588630232959986,1.2497354745864868,0.0023261872120201588,100,0.0023261872120201588,0.8807540535926819,0.0011227024951949716,100,0.0019202849362045527,0.6040464043617249,0.001052160281687975,100
2020/11/21,05:53:10,0.0009639824857003987,0.38536545634269714,0.001442133798263967,100,0.0025588630232959986,1.2063860893249512,0.0023261872120201588,100,0.0023261872120201588,0.8463931083679199,0.0011227024951949716,100,0.0019202849362045527,0.4832143485546112,0.001052160281687975,100
2020/11/21,05:53:20,0.0009639824857003987,0.38536545634269714,0.0034468986559659243,100,0.003715698840096593,1.5718404054641724,0.0023261872120201588,100,0.0023261872120201588,0.8463931083679199,0.0011227024951949716,100,0.0019202849362045527,0.4832143485546112,0.003055218607187271,100
2020/11/21,05:53:30,0.0006400001584552228,0.38536545634269714,0.0034468986559659243,100,0.003715698840096593,1.4471399784088135,0.0008448002627119422,100,0.0008448002627119422,0.4611414670944214,0.0011227024951949716,100,0.0019202849362045527,0.5315699577331543,0.003055218607187271,100
2020/11/21,05:53:40,0.0006400001584552228,0.38536545634269714,0.0034468986559659243,100,0.003715698840096593,0.5928961634635925,0.0008448002627119422,100,0.0008448002627119422,0.4611414670944214,0.0016551826847717166,100,0.0013334759278222919,0.5315699577331543,0.003055218607187271,100
2020/11/21,05:53:50,0.0006400001584552228,0.38536545634269714,0.0034468986559659243,100,0.003715698840096593,1.238471508026123,0.0008448002627119422,100,0.0008448002627119422,0.4611414670944214,0.0016551826847717166,100,0.0013334759278222919,0.5315699577331543,0.003055218607187271,100
2020/11/21,05:54:00,0.0006400001584552228,0.16975648701190948,0.0034468986559659243,100,0.003715698840096593,1.355890154838562,0.0008448002627119422,100,0.0008448002627119422,0.798037588596344,0.0016551826847717166,100,0.0013334759278222919,0.5315699577331543,0.003055218607187271,100
2020/11/21,05:54:10,0.0006400001584552228,0.16975648701190948,0.0034468986559659243,100,0.003715698840096593,1.0992074012756348,0.0008448002627119422,100,0.0008448002627119422,0.798037588596344,0.0016551826847717166,100,0.0013334759278222919,0.5315699577331543,0.003055218607187271,100
2020/11/21,05:54:20,0.0006400001584552228,0.16975648701190948,0.0034468986559659243,100,0.003715698840096593,1.2627061605453491,0.0008448002627119422,100,0.0008448002627119422,0.798037588596344,0.0016551826847717166,100,0.0013334759278222919,0.3563520908355713,0.0025602851528674364,100
2020/11/21,05:54:30,0.0008385424735024571,0.16531915962696075,0.0021481250878423452,100,0.0032088186126202345,0.6351077556610107,0.0013752892846241593,100,0.0013752892846241593,0.798037588596344,0.0016551826847717166,100,0.0013334759278222919,0.3563520908355713,0.0025602851528674364,100
2020/11/21,05:54:40,0.0008385424735024571,0.16531915962696075,0.0021481250878423452,100,0.0032088186126202345,0.679594874382019,0.0013752892846241593,100,0.0013752892846241593,0.798037588596344,0.001095395884476602,100,0.000932124734390527,0.3563520908355713,0.0025602851528674364,100
2020/11/21,05:54:50,0.0008385424735024571,0.16531915962696075,0.0021481250878423452,100,0.0032088186126202345,1.266233205795288,0.0013752892846241593,100,0.0013752892846241593,0.8607291579246521,0.001095395884476602,100,0.000932124734390527,0.3563520908355713,0.0025602851528674364,100
2020/11/21,05:55:00,0.0008385424735024571,0.27477341890335083,0.0021481250878423452,100,0.0032088186126202345,1.5298564434051514,0.0013752892846241593,100,0.0013752892846241593,0.6194064021110535,0.001095395884476602,100,0.000932124734390527,0.43667924404144287,0.0025602851528674364,100
2020/11/21,05:55:10,0.0008385424735024571,0.27477341890335083,0.0021481250878423452,100,0.0032088186126202345,1.3322243690490723,0.0013752892846241593,100,0.0013752892846241593,0.758670449256897,0.001095395884476602,100,0.000932124734390527,0.43667924404144287,0.0025602851528674364,100
2020/11/21,05:55:20,0.0008385424735024571,0.27477341890335083,0.0021481250878423452,100,0.0032088186126202345,1.5428271293640137,0.0013752892846241593,100,0.0013752892846241593,0.8227273225784302,0.001095395884476602,100,0.000932124734390527,0.4587521255016327,0.0027337963692843914,100
2020/11/21,05:55:30,0.0008385424735024571,0.27477341890335083,0.002967325272038579,100,0.0018312538741156459,1.4510084390640259,0.0013752892846241593,100,0.0013752892846241593,0.8227273225784302,0.001095395884476602,100,0.000932124734390527,0.4587521255016327,0.0027337963692843914,100
2020/11/21,05:55:40,0.0007185068679973483,0.23688539862632751,0.002967325272038579,100,0.0018312538741156459,0.7259024381637573,0.0022240716498345137,100,0.0022240716498345137,0.8227273225784302,0.0010257069952785969,100,0.0006502401665784419,0.4587521255016327,0.0027337963692843914,100
2020/11/21,05:55:50,0.0007185068679973483,0.23688539862632751,0.002967325272038579,100,0.0018312538741156459,1.7303329706192017,0.0022240716498345137,100,0.0022240716498345137,0.5670685768127441,0.0010257069952785969,100,0.0006502401665784419,0.4587521255016327,0.0027337963692843914,100
