2020/09/17,04:32:20,0.0007776700076647103,0.23677122592926025,0.0030020223930478096,100,0.0021191081032156944,1.7525166273117065,0.000864425441250205,100,0.004793166648596525,0.5112028121948242,0.000641136837657541,100,0.000641136837657541,0.3628368079662323,0.0014051535399630666,100
2020/09/17,04:32:30,0.00036977726267650723,0.23677122592926025,0.0030020223930478096,100,0.0021191081032156944,1.6365772485733032,0.000864425441250205,100,0.004793166648596525,0.5481805801391602,0.000641136837657541,100,0.000641136837657541,0.3628368079662323,0.0010720696300268173,100
2020/09/17,04:32:40,0.00036977726267650723,0.2745454013347626,0.001714344252832234,100,0.0019953749142587185,0.8866689801216125,0.000864425441250205,100,0.004793166648596525,1.2151449918746948,0.000641136837657541,100,0.000641136837657541,0.3827478885650635,0.0010720696300268173,100
2020/09/17,04:32:50,0.00036977726267650723,0.2745454013347626,0.001714344252832234,100,0.0019953749142587185,0.8294388055801392,0.000864425441250205,100,0.004793166648596525,1.2151449918746948,0.0007500789361074567,100,0.0007500789361074567,0.3827478885650635,0.0010720696300268173,100
2020/09/17,04:33:00,0.00036977726267650723,0.2745454013347626,0.001714344252832234,100,0.0019953749142587185,0.832624614238739,0.000864425441250205,100,0.004793166648596525,1.2151449918746948,0.0007500789361074567,100,0.0007500789361074567,0.3827478885650635,0.0010720696300268173,100
2020/09/17,04:33:10,0.00036977726267650723,0.2745454013347626,0.001714344252832234,100,0.0019953749142587185,0.8780218362808228,0.000864425441250205,100,0.0015146645018830895,1.2151449918746948,0.0007500789361074567,100,0.0007500789361074567,0.3827478885650635,0.0010720696300268173,100
2020/09/17,04:33:20,0.00036977726267650723,0.2745454013347626,0.001714344252832234,100,0.0019953749142587185,0.6769767999649048,0.002079285914078355,100,0.0015146645018830895,1.2151449918746948,0.0007500789361074567,100,0.0007500789361074567,0.5176881551742554,0.0010720696300268173,100
2020/09/17,04:33:30,0.00036977726267650723,0.5043761730194092,0.001714344252832234,100,0.0019953749142587185,1.5408902168273926,0.002079285914078355,100,0.0015146645018830895,1.2151449918746948,0.0007500789361074567,100,0.0007500789361074567,0.6566106081008911,0.0010720696300268173,100
2020/09/17,04:33:40,0.0004627904563676566,0.3128884434700012,0.001714344252832234,100,0.0019953749142587185,0.9299044609069824,0.002079285914078355,100,0.0015146645018830895,0.844002366065979,0.0007500789361074567,100,0.0007500789361074567,0.6566106081008911,0.0023833566810935736,100
2020/09/17,04:33:50,0.0004627904563676566,0.33917108178138733,0.0026040852535516024,100,0.003989896737039089,1.1623520851135254,0.002079285914078355,100,0.0015146645018830895,0.3742145895957947,0.0012282293755561113,100,0.0012282293755561113,0.6566106081008911,0.0023833566810935736,100
2020/09/17,04:34:00,0.0004627904563676566,0.33917108178138733,0.0026040852535516024,100,0.003989896737039089,0.6756114959716797,0.002079285914078355,100,0.0015146645018830895,0.3742145895957947,0.0012282293755561113,100,0.0012282293755561113,0.6566106081008911,0.0023833566810935736,100
2020/09/17,04:34:10,0.0004627904563676566,0.33917108178138733,0.0026040852535516024,100,0.003989896737039089,1.0036323070526123,0.002079285914078355,100,0.0015146645018830895,0.3742145895957947,0.0012282293755561113,100,0.0012282293755561113,0.6566106081008911,0.0023833566810935736,100
2020/09/17,04:34:20,0.0004627904563676566,0.33917108178138733,0.0026040852535516024,100,0.003989896737039089,1.0192198753356934,0.0022451167460530996,100,0.0012228249106556177,0.4654642343521118,0.0012282293755561113,100,0.0012282293755561113,0.7023492455482483,0.0023833566810935736,100
2020/09/17,04:34:30,0.0004627904563676566,0.33917108178138733,0.0026040852535516024,100,0.003989896737039089,0.6749288439750671,0.0022451167460530996,100,0.0012228249106556177,0.6541075110435486,0.0012282293755561113,100,0.0012282293755561113,0.7023492455482483,0.0023833566810935736,100
2020/09/17,04:34:40,0.0008342743967659771,0.33917108178138733,0.0026040852535516024,100,0.003989896737039089,0.6418195366859436,0.0022451167460530996,100,0.0012228249106556177,0.3925327658653259,0.0012282293755561113,100,0.0012282293755561113,0.7023492455482483,0.0023517832159996033,100
2020/09/17,04:34:50,0.0008342743967659771,0.2465560883283615,0.002572511788457632,100,0.001645224285311997,0.7148647904396057,0.0022451167460530996,100,0.0012228249106556177,0.3925327658653259,0.0012282293755561113,100,0.0012282293755561113,0.7023492455482483,0.0023517832159996033,100
2020/09/17,04:35:00,0.0008342743967659771,0.2465560883283615,0.002572511788457632,100,0.001645224285311997,0.7764184474945068,0.0022451167460530996,100,0.0012228249106556177,0.45511046051979065,0.0011409050785005093,100,0.0011409050785005093,0.2698805034160614,0.0023517832159996033,100
2020/09/17,04:35:10,0.0008342743967659771,0.2465560883283615,0.002572511788457632,100,0.001645224285311997,0.6513768434524536,0.0022451167460530996,100,0.0012228249106556177,0.3810412287712097,0.0011409050785005093,100,0.0011409050785005093,0.2698805034160614,0.0023517832159996033,100
2020/09/17,04:35:20,0.0008342743967659771,0.2465560883283615,0.002572511788457632,100,0.001645224285311997,0.7814246416091919,0.0016625754069536924,100,0.0013206737348809838,0.361357718706131,0.0011409050785005093,100,0.0011409050785005093,0.2698805034160614,0.0023517832159996033,100
2020/09/17,04:35:30,0.0008342743967659771,0.16440865397453308,0.002572511788457632,100,0.001645224285311997,1.4446344375610352,0.0016625754069536924,100,0.0013206737348809838,0.361357718706131,0.0011409050785005093,100,0.0011409050785005093,0.518939733505249,0.0023517832159996033,100
2020/09/17,04:35:40,0.0005799814243800938,0.363405704498291,0.002572511788457632,100,0.001645224285311997,0.7859757542610168,0.0016625754069536924,100,0.0013206737348809838,0.6304417848587036,0.0011409050785005093,100,0.0011409050785005093,0.518939733505249,0.0030896312091499567,100
2020/09/17,04:35:50,0.0005799814243800938,0.363405704498291,0.0016725310124456882,100,0.0023933120537549257,1.1681548357009888,0.0016625754069536924,100,0.0013206737348809838,0.431103378534317,0.0011409050785005093,100,0.0011409050785005093,0.518939733505249,0.0030896312091499567,100
2020/09/17,04:36:00,0.0005799814243800938,0.363405704498291,0.0016725310124456882,100,0.0023933120537549257,1.7220242023468018,0.0016625754069536924,100,0.0013206737348809838,1.0748571157455444,0.0007102567469701171,100,0.0007102567469701171,0.518939733505249,0.0030896312091499567,100
2020/09/17,04:36:10,0.0005799814243800938,0.2512209713459015,0.0016725310124456882,100,0.0023933120537549257,0.6385200023651123,0.0016625754069536924,100,0.0013206737348809838,1.0748571157455444,0.0007102567469701171,100,0.0007102567469701171,0.46375757455825806,0.0030896312091499567,100
2020/09/17,04:36:20,0.0005799814243800938,0.3438359498977661,0.0016725310124456882,100,0.0023933120537549257,1.3026399612426758,0.0010638206731528044,100,0.0013832513941451907,1.0748571157455444,0.0007102567469701171,100,0.0007102567469701171,0.46375757455825806,0.0030896312091499567,100
2020/09/17,04:36:30,0.0005799814243800938,1.4744441509246826,0.0016725310124456882,100,0.0023933120537549257,1.6208759546279907,0.0010638206731528044,100,0.0013832513941451907,1.0748571157455444,0.0007102567469701171,100,0.0007102567469701171,0.46375757455825806,0.0030896312091499567,100
2020/09/17,04:36:40,0.0004073238524142653,0.24689742922782898,0.0016725310124456882,100,0.0023933120537549257,1.4405384063720703,0.0010638206731528044,100,0.0013832513941451907,1.0748571157455444,0.0007102567469701171,100,0.0007102567469701171,2.4437155723571777,0.0030896312091499567,100
2020/09/17,04:36:50,0.0004073238524142653,0.24689742922782898,0.0016725310124456882,100,0.0023933120537549257,1.1369796991348267,0.0010638206731528044,100,0.0013832513941451907,0.5903920531272888,0.0007102567469701171,100,0.0007102567469701171,0.4638713300228119,0.0017393752932548523,100
2020/09/17,04:37:00,0.0004073238524142653,0.24689742922782898,0.004549682606011629,100,0.002584743080660701,1.5501062870025635,0.0010638206731528044,100,0.0013832513941451907,0.5058552622795105,0.0009983985219150782,100,0.0009983985219150782,0.4638713300228119,0.0017393752932548523,100
2020/09/17,04:37:10,0.0004073238524142653,0.24689742922782898,0.004549682606011629,100,0.002584743080660701,0.7029181122779846,0.0010638206731528044,100,0.0013832513941451907,0.5058552622795105,0.0009983985219150782,100,0.0009983985219150782,0.4638713300228119,0.0017393752932548523,100
2020/09/17,04:37:20,0.0004073238524142653,0.24689742922782898,0.004549682606011629,100,0.002584743080660701,1.3980993032455444,0.0010638206731528044,100,0.0013832513941451907,0.4037967622280121,0.0009983985219150782,100,0.0009983985219150782,0.4638713300228119,0.0017393752932548523,100
2020/09/17,04:37:30,0.0004073238524142653,0.24689742922782898,0.004549682606011629,100,0.002584743080660701,1.3980993032455444,0.0012854025699198246,100,0.0017308419337496161,0.3785381317138672,0.0009983985219150782,100,0.0009983985219150782,0.305265337228775,0.0017393752932548523,100
2020/09/17,04:37:40,0.0004073238524142653,0.2737489342689514,0.004549682606011629,100,0.002584743080660701,1.038106918334961,0.0012854025699198246,100,0.0017308419337496161,0.3785381317138672,0.0009983985219150782,100,0.0009983985219150782,0.4466909170150757,0.0017393752932548523,100
2020/09/17,04:37:50,0.0009287098073400557,0.2737489342689514,0.004549682606011629,100,0.002584743080660701,0.7701606750488281,0.0012854025699198246,100,0.0017308419337496161,0.36397460103034973,0.0009983985219150782,100,0.0009983985219150782,0.4466909170150757,0.0015604599611833692,100
2020/09/17,04:38:00,0.0009287098073400557,0.2737489342689514,0.002582751912996173,100,0.0028782892040908337,0.89736407995224,0.0012854025699198246,100,0.0017308419337496161,0.7551420331001282,0.0009983985219150782,100,0.0009983985219150782,0.4878784120082855,0.0015604599611833692,100
2020/09/17,04:38:10,0.0009287098073400557,0.2737489342689514,0.002582751912996173,100,0.0028782892040908337,0.670263946056366,0.0012854025699198246,100,0.0017308419337496161,0.7551420331001282,0.0006963189807720482,100,0.0006963189807720482,0.4878784120082855,0.0015604599611833692,100
2020/09/17,04:38:20,0.0009287098073400557,0.2737489342689514,0.002582751912996173,100,0.0028782892040908337,0.9162511229515076,0.0012854025699198246,100,0.0017308419337496161,0.4658055603504181,0.0006963189807720482,100,0.0006963189807720482,0.4878784120082855,0.0015604599611833692,100
2020/09/17,04:38:30,0.0009287098073400557,0.2737489342689514,0.002582751912996173,100,0.0028782892040908337,1.0398136377334595,0.001987979281693697,100,0.0009972607949748635,0.4658055603504181,0.0006963189807720482,100,0.0006963189807720482,0.4878784120082855,0.0015604599611833692,100
2020/09/17,04:38:40,0.0009287098073400557,0.2737489342689514,0.002582751912996173,100,0.0028782892040908337,0.9996501207351685,0.001987979281693697,100,0.0009972607949748635,0.4658055603504181,0.0006963189807720482,100,0.0006963189807720482,0.4878784120082855,0.0015604599611833692,100
2020/09/17,04:38:50,0.0006152524729259312,0.21287791430950165,0.002582751912996173,100,0.0028782892040908337,0.6727670431137085,0.001987979281693697,100,0.0009972607949748635,0.4658055603504181,0.0006963189807720482,100,0.0006963189807720482,0.4878784120082855,0.001420229091309011,100
2020/09/17,04:39:00,0.0006152524729259312,0.21287791430950165,0.0015823622234165668,100,0.0023745389189571142,0.6329448819160461,0.001987979281693697,100,0.0009972607949748635,0.4658055603504181,0.0006963189807720482,100,0.0006963189807720482,0.37262168526649475,0.001420229091309011,100
2020/09/17,04:39:10,0.0006152524729259312,0.21287791430950165,0.0015823622234165668,100,0.0023745389189571142,0.7610584497451782,0.001987979281693697,100,0.0009972607949748635,0.4658055603504181,0.0007995722116902471,100,0.0007995722116902471,0.37262168526649475,0.001420229091309011,100
2020/09/17,04:39:20,0.0006152524729259312,0.21287791430950165,0.0015823622234165668,100,0.0023745389189571142,1.2977474927902222,0.001987979281693697,100,0.0009972607949748635,0.5611512064933777,0.0007995722116902471,100,0.0007995722116902471,0.37262168526649475,0.001420229091309011,100
2020/09/17,04:39:30,0.0006152524729259312,0.21287791430950165,0.0015823622234165668,100,0.0023745389189571142,0.8773391842842102,0.0011434650514274836,100,0.0014276246074587107,0.5611512064933777,0.0007995722116902471,100,0.0007995722116902471,0.3689807951450348,0.001420229091309011,100
2020/09/17,04:39:40,0.0006152524729259312,0.21287791430950165,0.0015823622234165668,100,0.0023745389189571142,0.7195296287536621,0.0011434650514274836,100,0.0014276246074587107,0.5611512064933777,0.0007995722116902471,100,0.0007995722116902471,0.3689807951450348,0.001420229091309011,100
2020/09/17,04:39:50,0.0004787193320225924,0.20821303129196167,0.0015823622234165668,100,0.0023745389189571142,0.7010976672172546,0.0011434650514274836,100,0.0014276246074587107,0.5611512064933777,0.0007995722116902471,100,0.0007995722116902471,0.3689807951450348,0.001420229091309011,100
2020/09/17,04:40:00,0.0004787193320225924,0.20821303129196167,0.0015823622234165668,100,0.0023745389189571142,0.7215776443481445,0.0011434650514274836,100,0.0014276246074587107,0.5611512064933777,0.0007995722116902471,100,0.0007995722116902471,0.3689807951450348,0.0015246201073750854,100
2020/09/17,04:40:10,0.0004787193320225924,0.20821303129196167,0.0025176142808049917,100,0.0017911441391333938,0.8157855272293091,0.0011434650514274836,100,0.0014276246074587107,0.5611512064933777,0.0010800340678542852,100,0.0010800340678542852,0.3689807951450348,0.0015246201073750854,100
2020/09/17,04:40:20,0.0004787193320225924,0.20821303129196167,0.0025176142808049917,100,0.0017911441391333938,0.9814457297325134,0.0011434650514274836,100,0.0014276246074587107,0.35783061385154724,0.0010800340678542852,100,0.0010800340678542852,0.3689807951450348,0.0015246201073750854,100
2020/09/17,04:40:30,0.0004787193320225924,0.20821303129196167,0.0025176142808049917,100,0.0017911441391333938,0.7246496081352234,0.0011434650514274836,100,0.0014276246074587107,0.35783061385154724,0.0010800340678542852,100,0.0010800340678542852,0.5135921835899353,0.0015246201073750854,100
2020/09/17,04:40:40,0.0004787193320225924,0.20821303129196167,0.0025176142808049917,100,0.0017911441391333938,1.1381175518035889,0.0014702912885695696,100,0.0009949852246791124,0.35783061385154724,0.0010800340678542852,100,0.0010800340678542852,0.5135921835899353,0.0015246201073750854,100
2020/09/17,04:40:50,0.0006806745659559965,0.27534183859825134,0.0025176142808049917,100,0.0017911441391333938,0.7545731663703918,0.0014702912885695696,100,0.0009949852246791124,0.35783061385154724,0.0010800340678542852,100,0.0010800340678542852,0.5135921835899353,0.0015246201073750854,100
2020/09/17,04:41:00,0.0006806745659559965,0.27534183859825134,0.0025176142808049917,100,0.0017911441391333938,0.6955225467681885,0.0014702912885695696,100,0.0009949852246791124,0.35783061385154724,0.0010800340678542852,100,0.0010800340678542852,0.5135921835899353,0.0011275361757725477,100
2020/09/17,04:41:10,0.0006806745659559965,0.27534183859825134,0.0026046540588140488,100,0.00210403255186975,0.7005288004875183,0.0014702912885695696,100,0.0009949852246791124,0.35783061385154724,0.0009693852625787258,100,0.0009693852625787258,0.5135921835899353,0.0011275361757725477,100
2020/09/17,04:41:20,0.0006806745659559965,0.27534183859825134,0.0026046540588140488,100,0.00210403255186975,0.6504666209220886,0.0014702912885695696,100,0.0009949852246791124,0.35783061385154724,0.0009693852625787258,100,0.0009693852625787258,0.5135921835899353,0.0011275361757725477,100
2020/09/17,04:41:30,0.0006806745659559965,0.27534183859825134,0.0026046540588140488,100,0.00210403255186975,0.6557003855705261,0.0014702912885695696,100,0.0009949852246791124,0.4606855809688568,0.0009693852625787258,100,0.0009693852625787258,0.4381575882434845,0.0011275361757725477,100
2020/09/17,04:41:40,0.0006806745659559965,0.2374538779258728,0.0026046540588140488,100,0.00210403255186975,0.9715470671653748,0.001062967348843813,100,0.0008888876182027161,0.4606855809688568,0.0009693852625787258,100,0.0009693852625787258,0.4381575882434845,0.0011275361757725477,100
2020/09/17,04:41:50,0.0005663280608132482,0.2374538779258728,0.0026046540588140488,100,0.00210403255186975,0.7206674218177795,0.001062967348843813,100,0.0008888876182027161,0.4606855809688568,0.0009693852625787258,100,0.0009693852625787258,0.4381575882434845,0.0011275361757725477,100
2020/09/17,04:42:00,0.0005663280608132482,0.2374538779258728,0.0026046540588140488,100,0.00210403255186975,0.6667368412017822,0.001062967348843813,100,0.0008888876182027161,0.7137269973754883,0.0009693852625787258,100,0.0009693852625787258,0.4381575882434845,0.001365331350825727,100
2020/09/17,04:42:10,0.0005663280608132482,0.2374538779258728,0.0026046540588140488,100,0.0024140765890479088,1.074288249015808,0.001062967348843813,100,0.0008888876182027161,0.7137269973754883,0.0009693852625787258,100,0.0009693852625787258,0.4381575882434845,0.001365331350825727,100
2020/09/17,04:42:20,0.0005663280608132482,0.2374538779258728,0.002252796897664666,100,0.0024140765890479088,0.63874751329422,0.001062967348843813,100,0.0008888876182027161,0.7137269973754883,0.0008857587235979736,100,0.0008857587235979736,0.4381575882434845,0.001365331350825727,100
2020/09/17,04:42:30,0.0005663280608132482,0.2374538779258728,0.002252796897664666,100,0.0024140765890479088,0.7435367107391357,0.001062967348843813,100,0.0008888876182027161,0.7137269973754883,0.0008857587235979736,100,0.0008857587235979736,0.4381575882434845,0.001365331350825727,100
2020/09/17,04:42:40,0.0005663280608132482,0.2895640432834625,0.002252796897664666,100,0.0024140765890479088,0.7264700531959534,0.0015692777233198285,100,0.001136353937909007,0.7137269973754883,0.0008857587235979736,100,0.0008857587235979736,0.41210252046585083,0.001365331350825727,100
2020/09/17,04:42:50,0.0005663280608132482,0.2895640432834625,0.002252796897664666,100,0.0024140765890479088,0.7009838819503784,0.0015692777233198285,100,0.001136353937909007,0.7137269973754883,0.0008857587235979736,100,0.0008857587235979736,0.41210252046585083,0.001365331350825727,100
2020/09/17,04:43:00,0.0005205326015129685,0.2895640432834625,0.002252796897664666,100,0.0024140765890479088,0.7009838819503784,0.0015692777233198285,100,0.001136353937909007,0.7137269973754883,0.0008857587235979736,100,0.0008857587235979736,0.41210252046585083,0.001365331350825727,100
2020/09/17,04:43:10,0.0005205326015129685,0.2895640432834625,0.002252796897664666,100,0.0024140765890479088,0.7485429644584656,0.0015692777233198285,100,0.001136353937909007,0.38161012530326843,0.0008857587235979736,100,0.0008857587235979736,0.41210252046585083,0.0010439095785841346,100
2020/09/17,04:43:20,0.0005205326015129685,0.2895640432834625,0.0016526199178770185,100,0.002213828032836318,0.6885821223258972,0.0015692777233198285,100,0.001136353937909007,0.38161012530326843,0.000665599072817713,100,0.000665599072817713,0.41210252046585083,0.0010439095785841346,100
2020/09/17,04:43:30,0.0005205326015129685,0.2895640432834625,0.0016526199178770185,100,0.002213828032836318,0.642047107219696,0.0015692777233198285,100,0.001136353937909007,0.38161012530326843,0.000665599072817713,100,0.000665599072817713,0.41210252046585083,0.0010439095785841346,100
2020/09/17,04:43:40,0.0005205326015129685,0.27397650480270386,0.0016526199178770185,100,0.002213828032836318,0.6794798970222473,0.0015692777233198285,100,0.001136353937909007,0.38161012530326843,0.000665599072817713,100,0.000665599072817713,1.8897324800491333,0.0010439095785841346,100
2020/09/17,04:43:50,0.0005205326015129685,0.27397650480270386,0.0016526199178770185,100,0.002213828032836318,0.6686710715293884,0.001452940166927874,100,0.0009460608707740903,0.38161012530326843,0.000665599072817713,100,0.000665599072817713,0.2755693793296814,0.0010439095785841346,100
2020/09/17,04:44:00,0.0005526747554540634,0.27397650480270386,0.0016526199178770185,100,0.002213828032836318,1.1034153699874878,0.001452940166927874,100,0.0009460608707740903,0.38161012530326843,0.000665599072817713,100,0.000665599072817713,0.2755693793296814,0.0010439095785841346,100
2020/09/17,04:44:10,0.0005526747554540634,0.27397650480270386,0.0016526199178770185,100,0.002213828032836318,0.7895028591156006,0.001452940166927874,100,0.0009460608707740903,0.6204293370246887,0.000665599072817713,100,0.000665599072817713,0.25952672958374023,0.0010194474598392844,100
2020/09/17,04:44:20,0.0005526747554540634,0.23165123164653778,0.002527854172512889,100,0.0016247443854808807,1.0687131881713867,0.001452940166927874,100,0.0009460608707740903,0.6204293370246887,0.0006829501362517476,100,0.0006829501362517476,0.38115501403808594,0.0010194474598392844,100
2020/09/17,04:44:30,0.0005526747554540634,0.23165123164653778,0.002527854172512889,100,0.0016247443854808807,0.6747012734413147,0.001452940166927874,100,0.0009460608707740903,0.6204293370246887,0.0006829501362517476,100,0.0006829501362517476,0.38115501403808594,0.0010194474598392844,100
2020/09/17,04:44:40,0.0005526747554540634,0.23165123164653778,0.002527854172512889,100,0.0016247443854808807,0.7466087341308594,0.001452940166927874,100,0.0009460608707740903,0.6204293370246887,0.0006829501362517476,100,0.0006829501362517476,0.38115501403808594,0.0010194474598392844,100
2020/09/17,04:44:50,0.0005526747554540634,0.23165123164653778,0.002527854172512889,100,0.0016247443854808807,0.8405890464782715,0.002674627350643277,100,0.0009574386640451849,0.37171146273612976,0.0006829501362517476,100,0.0006829501362517476,0.38115501403808594,0.0010194474598392844,100
2020/09/17,04:45:00,0.000402772770030424,0.23165123164653778,0.002527854172512889,100,0.0016247443854808807,0.8470743298530579,0.002674627350643277,100,0.0009574386640451849,0.37171146273612976,0.0006829501362517476,100,0.0006829501362517476,0.38115501403808594,0.0010194474598392844,100
2020/09/17,04:45:10,0.000402772770030424,0.23165123164653778,0.002527854172512889,100,0.0016247443854808807,0.6661679148674011,0.002674627350643277,100,0.0009574386640451849,0.37171146273612976,0.0006829501362517476,100,0.0006829501362517476,0.38115501403808594,0.0014227890642359853,100
2020/09/17,04:45:20,0.000402772770030424,0.2903604805469513,0.002527854172512889,100,0.0016247443854808807,0.8843933939933777,0.002674627350643277,100,0.0009574386640451849,0.37171146273612976,0.0006482479511760175,100,0.0006482479511760175,0.38115501403808594,0.0014227890642359853,100
2020/09/17,04:45:30,0.000402772770030424,0.2903604805469513,0.001764975255355239,100,0.0018457573605701327,1.092378854751587,0.002674627350643277,100,0.0009574386640451849,0.37171146273612976,0.0006482479511760175,100,0.0006482479511760175,0.47138065099716187,0.0014227890642359853,100
2020/09/17,04:45:40,0.000402772770030424,0.2903604805469513,0.001764975255355239,100,0.0018457573605701327,0.839451253414154,0.002674627350643277,100,0.0009574386640451849,0.37171146273612976,0.0006482479511760175,100,0.0006482479511760175,0.47138065099716187,0.0014227890642359853,100
2020/09/17,04:45:50,0.000402772770030424,0.2903604805469513,0.001764975255355239,100,0.0018457573605701327,0.7125892043113708,0.0012441582512110472,100,0.0011918204836547375,0.37171146273612976,0.0006482479511760175,100,0.0006482479511760175,0.47138065099716187,0.0014227890642359853,100
2020/09/17,04:46:00,0.00043747492600232363,0.2903604805469513,0.001764975255355239,100,0.0018457573605701327,0.6776594519615173,0.0012441582512110472,100,0.0011918204836547375,0.5109753012657166,0.0006482479511760175,100,0.0006482479511760175,0.47138065099716187,0.0014227890642359853,100
2020/09/17,04:46:10,0.00043747492600232363,0.2903604805469513,0.001764975255355239,100,0.0018457573605701327,0.6404541730880737,0.0012441582512110472,100,0.0011918204836547375,0.5109753012657166,0.0006482479511760175,100,0.0006482479511760175,0.47138065099716187,0.0014227890642359853,100
